номер,название,вес,объем,бренд,цена,кол-во
82683JD00B,GRIFFMULDE,0.059,0.27,nissan,574.57,1
827204M400,FENSTERHEBER,0.638,2.9,nissan,5861.2,1
827208H30A,FENSTERHEBER,0.839,3.815,nissan,10614.14,1
82819VC300,FOLIE,0.072,0.195,nissan,2626.03,1
8283001J00,DICHTGUMMI,0.464,1.266,nissan,5110.57,1
828300W000,DICHTGUMMI,0.319,0.87,nissan,8731.67,1
8283020G01,DICHTGUMMI,0.33,0.9,nissan,1111.4,1
8283040U00,DICHTGUMMI,0.272,0.741,nissan,6203.11,1
82830JK000,DICHTUNG,0.51,1.392,nissan,9570.34,1
82830ZX60A,DICHTGUMMI,0.524,1.428,nissan,8269.51,1
8283123A00,DICHTGUMMI,0.33,0.9,nissan,4778.09,1
8283401L01,DICHTGUMMI,0.132,0.36,nissan,3292.55,1
828340M000,DICHTGUMMI,0.13,0.59,nissan,3403.38,1
8283506J00,DICHTGUMMI,0.153,0.417,nissan,3868.69,1
8283585E10,DICHTGUMMI,0.121,0.33,nissan,3068.54,1
828384M700,DICHTGUMMI,0.032,0.087,nissan,4041.61,1
828394M700,DICHTGUMMI,0.03,0.081,nissan,2233.81,1
828707S680,ZIERLEISTE,2.778,4.0,nissan,13887.05,1
8287131U70,ZIERLEISTE,0.504,2.29,nissan,8866.87,1
828719NF0A,ZIERLEISTE,0.407,3.7,nissan,8951.75,1
8287201A22,ZIERLEISTE,0.22,1.0,nissan,2807.59,1
8287250A01,ZIERLEISTE,0.341,1.55,nissan,2849.25,1
8287355A01,ZIERLEISTE,0.358,1.625,nissan,4069.91,1
828763JA0B,ZIERLEISTE,0.803,3.65,nissan,27104.42,1
828938H300,VERKLEIDUNG,0.036,0.165,nissan,1891.9,1
829602Y100,ABDECKUNG,0.077,0.35,nissan,4663.34,1
82960VB000,ABDECKUNG,0.143,0.65,nissan,7265.0,1
83301CA000,SEITENSCHEIBE,1.122,15.0,nissan,12660.89,1
83301VC710,SEITENSCHEIBE,7.942,12.0,nissan,24823.45,1
8333006J02,DICHTGUMMI,3.025,8.25,nissan,19047.92,1
8333106J02,DICHTGUMMI,2.999,8.178,nissan,19047.92,1
8333355A00,DICHTGUMMI,0.499,1.362,nissan,8828.35,1
8333701J00,DICHTGUMMI,0.42,1.146,nissan,10127.61,1
8335415N00,DICHTGUMMI,0.594,1.62,nissan,3357.01,1
8381241G00,ZIERLEISTE,0.407,1.11,nissan,3760.22,1
8382004P00,ABDECKUNG,0.11,1.0,nissan,6997.76,1
8385241G00,ZIERLEISTE,0.008,0.021,nissan,1006.08,1
844372Y000,HALTER,0.018,0.048,nissan,429.94,1
846326P000,ABDECKUNG,0.013,0.036,nissan,2579.65,1
8486050Y00,ZIERLEISTE,0.231,1.05,nissan,4824.47,1
84890JH00A,EMBLEM,0.02,0.054,nissan,4516.36,1
848955ZT0A,EMBLEM,0.039,0.105,nissan,5091.71,1
848958H300,EMBLEM,0.037,0.102,nissan,4516.36,1
84914VD205,HALTER,0.275,1.25,nissan,4133.57,1
8492031U00,VERKLEIDUNG,0.288,1.31,nissan,4466.84,1
849204M500,VERKLEIDUNG,0.21,7.0,nissan,8869.22,1
8492085E01,VERKLEIDUNG,0.66,3.0,nissan,7871.79,1
849212F000,VERKLEIDUNG,0.33,15.0,nissan,1066.6,1
84937ZB100,HAKEN,0.012,0.033,nissan,213.01,1
849407S100,VERKLEIDUNG,4.01,18.225,nissan,6740.74,1
84941ED900,VERKLEIDUNG,0.77,3.5,nissan,6121.37,1
849502Y00A,VERKLEIDUNG,0.93,7.0,nissan,7633.63,1
849512Y00A,VERKLEIDUNG,2.849,20.0,nissan,6510.44,1
84955VB101,ABDECKUNG,0.077,0.35,nissan,587.93,1
849588H300,ABDECKUNG,0.099,0.45,nissan,1559.42,1
849588H301,ABDECKUNG,0.088,0.4,nissan,1559.42,1
84992ED000,ABDECKUNG,1.02,4.635,nissan,5314.93,1
849951LA0A,KLAMMER,0.003,0.009,nissan,257.81,1
849953J100,KLAMMER,0.001,0.003,nissan,257.81,1
850104KJ0A,STOSSSTANGE,10.01,25.0,nissan,37147.93,1
850147S000,ABDECKUNG,0.946,15.0,nissan,1176.64,1
85014VK50B,ABDECKUNG,7.37,25.0,nissan,21262.87,1
8502121C00,STOSSECKE,0.308,1.4,nissan,4334.0,1
8502221G00,STOSSSTANGE,7.59,25.0,nissan,15879.56,1
850223BN0H,KLAMMER,5.28,25.0,nissan,17153.66,1
85022ED025,STOSSSTANGE,5.001,25.0,nissan,20307.1,1
85024VC200,STOSSECKE,1.674,25.0,nissan,27811.82,1
8503041L33,VERSTAERKUNG,7.15,10.0,nissan,14366.51,1
85030CG000,VERSTAERKUNG,8.768,10.0,nissan,16814.9,1
850322Y90A,VERSTAERKUNG,4.675,10.0,nissan,19910.17,1
85071JD01A,ABDECKUNG,0.022,0.06,nissan,408.72,1
850728M100,ZIERLEISTE,0.716,7.0,nissan,5002.89,1
850728M111,ZIERLEISTE,0.33,7.0,nissan,3728.78,1
850901LA0A,DAEMPFER,1.144,1.5,nissan,17650.42,1
850903Y100,STOSSDAEMPFER,0.683,1.5,nissan,14974.09,1
850B21KA0A,STOSSSTANGE,1.98,25.0,nissan,8534.39,1
850B26CA0H,STOSSSTANGE,3.201,25.0,nissan,6424.76,1
852203TA0A,HALTER,0.116,0.315,nissan,1497.33,1
852210E710,HALTER,0.264,0.72,nissan,2275.47,1
852220M00A,HALTER,0.008,0.021,nissan,749.06,1
852224U000,HALTER,0.008,0.021,nissan,773.42,1
85222JD00A,HALTER,0.029,0.078,nissan,613.08,1
85226EM30A,HALTER,0.161,0.438,nissan,2178.79,1
852321S800,ABDECKUNG,4.034,5.0,nissan,29732.81,1
873808F201,VERKLEIDUNG,0.303,1.375,nissan,1514.62,1
87405C7100,ABDECKUNG,0.055,0.25,nissan,1188.43,1
87455VD405,ABDECKUNG,0.176,0.8,nissan,2461.75,1
875582Y002,ABDECKUNG,0.023,0.063,nissan,794.65,1
903001HB3A,HECKSCHEIBE,4.499,40.0,nissan,19260.14,1
9031041G16,DICHTGUMMI,0.66,1.8,nissan,9197.77,1
9031106J00,DICHTGUMMI,0.696,1.899,nissan,13101.83,1
903568H300,HALTER,0.002,0.006,nissan,1891.9,1
903868H304,DICHTGUMMI,0.037,0.102,nissan,2477.47,1
903868H305,DICHTGUMMI,0.022,0.06,nissan,2477.47,1
90830VB000,DICHTGUMMI,0.347,0.945,nissan,10034.86,1
90832VB000,DICHTGUMMI,0.218,0.594,nissan,7433.2,1
90890AX600,EMBLEM,0.028,0.075,nissan,2942.0,1
908929U000,EMBLEM,0.025,0.069,nissan,3173.08,1
9089506J00,EMBLEM,0.058,0.159,nissan,4552.51,1
9089553N00,EMBLEM,0.059,0.162,nissan,4516.36,1
90895VD300,EMBLEM,0.048,0.132,nissan,4851.19,1
908971V80B,Emblem,0.033,0.09,nissan,4767.88,1
90990VB000,KLAMMER,0.001,0.003,nissan,257.81,1
90990VD201,KLAMMER,0.007,0.018,nissan,257.81,1
912102F008,GLASDACH,2.934,30.0,nissan,50108.29,1
91210CG110,GLASDACH,5.83,30.0,nissan,109853.72,1
913605M000,SCHLAUCH,0.33,160.0,nissan,7569.97,1
921009H200,KONDENSATOR,3.025,8.25,nissan,44063.16,1
92100AX800,KONDENSATOR,2.75,7.5,nissan,12382.64,1
92100EA500,Kondensator,5.885,16.05,nissan,34975.43,1
921100S200,KONDENSATOR,3.85,10.5,nissan,17813.9,1
9212201A00,GEBLAESE,0.149,0.405,nissan,2434.24,1
9240055C01,WASSERSCHLAUCH,0.064,0.29,nissan,2342.28,1
92400C6060,WASSERSCHLAUCH,0.132,0.6,nissan,2034.17,1
92400ED000,WASSERSCHLAUCH,0.167,0.76,nissan,2174.86,1
92400VC300,WASSERSCHLAUCH,0.134,0.61,nissan,3766.51,1
92401JK20A,WASSERSCHLAUCH,0.063,0.285,nissan,1702.48,1
92410VC300,WASSERSCHLAUCH,0.105,0.475,nissan,3735.86,1
92413C6000,WASSERSCHLAUCH,0.098,0.445,nissan,1259.96,1
9241825N00,STOPFEN,0.017,0.075,nissan,268.03,1
9243101J00,SCHLAUCH,0.094,0.425,nissan,4109.99,1
9244084A11,LEITUNG,0.154,0.42,nissan,7530.67,1
9244185E00,LEITUNG,0.099,0.27,nissan,4907.78,1
924421M200,LEITUNG,0.099,15.0,nissan,6260.49,1
92446D4002,LEITUNG,0.099,0.27,nissan,10066.3,1
924501LK0A,LEITUNG,0.77,15.0,nissan,19156.39,1
92470HC050,O-RING,0.001,0.003,nissan,231.87,1
924801J63A,SCHLAUCH,0.44,15.0,nissan,11796.29,1
92480JK600,SCHLAUCH,0.432,15.0,nissan,22000.93,1
9250001A02,LEITUNG,0.099,0.27,nissan,3553.51,1
9250001G00,ANSCHLUSS,0.088,0.24,nissan,2074.25,1
92500C6000,ANSCHLUSS,0.165,0.45,nissan,2031.81,1
92500JK20A,Anschluss,0.11,0.3,nissan,3637.61,1
9278501L00,REP-SATZ,0.044,0.12,nissan,2358.79,1
934911LB0A,Emblem,0.025,0.069,nissan,4767.88,1
93494EB360,EMBLEM,0.043,0.117,nissan,4025.11,1
93828BR01A,VERBREITERUNG,1.1,10.0,nissan,10206.21,1
93828VD30A,VERBREITERUNG,0.395,10.0,nissan,14587.37,1
93829VD500,VERBREITERUNG,1.54,10.0,nissan,26668.19,1
93840VB001,ABDECKUNG,0.052,0.141,nissan,2592.23,1
93841VB001,ABDECKUNG,0.052,0.141,nissan,2710.13,1
93841VD404,ABDECKUNG,0.023,0.063,nissan,6317.87,1
93841VK202,ABDECKUNG,0.033,0.09,nissan,4924.29,1
93845VD210,DICHTGUMMI,0.042,0.114,nissan,4862.2,1
93845VD212,DICHTGUMMI,0.033,0.09,nissan,3683.2,1
93845VD214,DICHTGUMMI,0.033,0.09,nissan,3817.6,1
9384632J01,KAPPE,0.105,0.285,nissan,8455.79,1
93846VD312,DICHTGUMMI,0.011,0.03,nissan,6318.65,1
960155X00A,SPOILER,0.55,9.0,nissan,4234.97,1
96111VC500,TRITTBRETT,3.289,5.0,nissan,35763.79,1
96117VB200,KAPPE,0.095,15.0,nissan,3868.69,1
96130C7600,HALTER,0.11,5.0,nissan,726.26,1
9615206J10,DICHTGUMMI,0.221,1.005,nissan,1891.9,1
962103L163,HALTER,0.549,25.0,nissan,11756.2,1
96302JB14E,Spiegel,0.305,0.831,nissan,1924.13,1
96312EL12A,BLENDE,0.118,0.321,nissan,4179.95,1
963212DR0A,Innenspiegel,0.362,0.987,nissan,11217.01,1
9632701E01,HALTER,0.022,0.06,nissan,319.9,1
96329VD201,ABDECKUNG,0.007,0.03,nissan,114.76,1
963352F075,BLENDE,0.099,0.45,nissan,2477.47,1
96373JD08E,ABDECKUNG,0.369,1.005,nissan,5688.28,1
963744GA0H,SPIEGELKAPPE,0.234,0.639,nissan,8951.75,1
963744X08E,ABDECKUNG,0.351,0.957,nissan,7779.83,1
96374AX800,ABDECKUNG,0.191,0.522,nissan,3871.05,1
96935EE90A,MANSCHETTE,0.198,0.9,nissan,11307.4,1
96938VW000,KLAMMER,0.002,0.006,nissan,574.57,1
98581ZT08A,SENSOR,0.16,0.435,nissan,4865.34,1
A403511M2E,DICHTUNG,0.015,0.042,nissan,1454.89,1
A4461EQ40A,LADELUFTKUEHLER,5.071,9.0,nissan,32098.67,1
A874220040,SCHLAUCH,0.502,2.28,nissan,3764.15,1
B14834U103,ZARGE,1.119,15.0,nissan,18397.9,1
B2318N3301,SCHLAUCH,0.295,1.34,nissan,5354.23,1
B2320AU370,SCHLAUCH,0.704,3.2,nissan,8197.98,1
B5567CB66A,KOMBIGEHAEUSE,0.45,1.227,nissan,19992.7,1
B5567JG49D,GEHAEUSE,0.487,1.329,nissan,18864.0,1
B6010VK40B,SCHEINWERFER,0.946,15.0,nissan,14236.82,1
B606008J10,SCHEINWERFER,1.378,15.0,nissan,10363.41,1
B6060VK40B,SCHEINWERFER,1.045,15.0,nissan,14236.82,1
B655530G00,HECKLEUCHTE,0.88,5.0,nissan,11145.48,1
B655530G10,HECKLEUCHTE,0.88,5.0,nissan,12066.67,1
B6555V5000,HECKLEUCHTE,1.65,5.0,nissan,13600.16,1
B6615EQ000,FERNLICHT,2.305,15.0,nissan,32814.71,1
B889UHS26E,WISCHERBLATT,0.163,0.74,nissan,1566.5,1
B891005J00,BEHAELTER,0.602,1.0,nissan,25986.73,1
C139725X2H,DICHTUNG,0.472,1.287,nissan,24516.13,1
C213606P01,SIMMERRING,0.154,0.42,nissan,3531.5,1
F20240W027,STOSSECKE,0.979,25.0,nissan,5703.22,1
F20301HAAH,VERSTAERKUNG,1.837,10.0,nissan,6393.32,1
F2520EL0MA,BLECH,0.288,5.0,nissan,4566.66,1
F2M228H725,STOSSSTANGE,6.05,25.0,nissan,26265.76,1
F2M22EQ025,STOSSSTANGE,6.05,25.0,nissan,28892.57,1
F2M262S425,STOSSSTANGE,3.542,25.0,nissan,21778.49,1
F31011AAMA,Kotfluegel,9.328,45.0,nissan,21556.84,1
F31011HBMB,KOTFLUEGEL,4.697,45.0,nissan,12302.47,1
F38641LA0A,Halter,0.199,0.905,nissan,1891.9,1
F38651LA0A,Halter,0.195,0.885,nissan,1891.9,1
F3H10VK000,VERBREITERUNG,3.795,10.0,nissan,14772.87,1
F3H152S600,VERBREITERUNG,0.595,10.0,nissan,14308.34,1
F510M1AAMA,MOTORHAUBE,19.8,40.0,nissan,41643.07,1
G51115NAMA,Laengstraeger,7.414,26.96,nissan,13658.32,1
G8A008H730,SEITENTEIL,8.932,40.6,nissan,39435.98,1
G9110JD0M0,HECKBLECH,5.082,18.48,nissan,19320.67,1
H01009U0M0,TUER,22.0,50.0,nissan,38782.03,1
H0101ZN9MA,TUER,27.5,50.0,nissan,78132.33,1
H010M3Y5MA,TUER,18.216,50.0,nissan,54124.75,1
H0153JD0M0,TUERBLECH,5.72,50.0,nissan,15945.58,1
H210ACB0MA,TUER,19.82,50.0,nissan,45495.25,1
H430043UCM,KOFFERDECKEL,11.88,15.0,nissan,37691.84,1
H50250W026,STOSSECKE,1.076,25.0,nissan,7074.0,1
HBA0A5UBMA,TUER,19.184,50.0,nissan,55798.14,1
HEM22CC20H,STOSSSTANGE,5.489,25.0,nissan,39435.98,1
J215179919,SCHLAUCH,0.167,0.76,nissan,1981.51,1
K38282S710,VERBREITERUNG,2.453,10.0,nissan,16725.29,1
K38292S710,VERBREITERUNG,2.365,10.0,nissan,30569.9,1
K63731LB0A,ABDECKUNG,0.29,0.792,nissan,9788.06,1
K88208H43E,AIRBAGSENSOR,0.33,0.9,nissan,43029.57,1
KP61000250,DICHTUNGSMASSE,0.333,0.909,nissan,3946.51,1
