oem_field,name_field,weight_field,volume_field,brend_field
5535122100,SHOCK ABSORBER,3.847,0.0,hyundai / kia
553612F200,SHOCK ABSORBER,4.338,0.0,hyundai / kia
554472G000,"BOLT, U SPRING LEAF",0.161,0.0,hyundai / kia
55454M2001,"BUSHING, SUSPENSION ARM",0.292,0.0,hyundai / kia
555102E100,STABILIZER SHAFT ASSY,2.844,0.0,hyundai / kia
555103W000SJ,STABILIZER SHAFT ASSY,2.75,0.0,hyundai / kia
5551329120,"BUSHING, STABILIZER",0.043,0.0,hyundai / kia
555132E000,"BUSHING, STABILIZER",0.105,0.0,hyundai / kia
555132G100,"BUSHING, STABILIZER",0.065,0.0,hyundai / kia
555132G300,"BUSHING, STABILIZER",0.058,0.0,hyundai / kia
555132S000,"BUSHING, STABILIZER",0.061,0.0,hyundai / kia
555302S200,"LINK, STABILIZER",0.353,0.0,hyundai / kia
555303R000,"LINK, STABILIZER",0.353,0.0,hyundai / kia
555403R000,"LINK, STABILIZER",0.377,0.0,hyundai / kia
5554335010,"BUSHING, SUSPENSION ARM",0.493,0.0,hyundai / kia
556303E000,"BUSHING, SUSPENSION ARM",0.179,0.0,hyundai / kia
558303M000,"SENSOR ASSY, HEIGHT CONTROL",0.154,0.42,hyundai / kia
558508A300,"VALVE ASSY, LOAD SENSING PROPORTIONING",0.527,0.0,hyundai / kia
559928A100,CONNECTOR,0.124,0.0,hyundai / kia
5615007500EQ,"COVER ASSY, STEERING WHEEL",0.22,0.0,hyundai / kia
561502F000GW,"COVER ASSY, STEERING WHEEL",0.706,0.0,hyundai / kia
561502F000NZ,"BUTTON, HORN",0.708,0.0,hyundai / kia
563152K000FFF,"GASKET, RUBBER",0.006,0.015,hyundai / kia
564002E100,"SHAFT ASSY, STEERING",1.113,0.0,hyundai / kia
565211H000,"BUSHING, PLASTIC",0.012,0.0,hyundai / kia
565213X000,"BUSHING, PLASTIC",0.011,0.0,hyundai / kia
565214L000,"BUSHING, METAL ",0.11,0.0,hyundai / kia
5677877001,"BOLT, U SPRING LEAF",0.043,0.0,hyundai / kia
568201G000,"END ASSY, TIE ROD STEERING ",0.465,0.0,hyundai / kia
568201G900,"END ASSY, TIE ROD STEERING ",0.424,0.0,hyundai / kia
568204A000,"END ASSY, TIE ROD STEERING ",0.398,0.0,hyundai / kia
568204N000,"END ASSY, TIE ROD STEERING ",0.388,0.0,hyundai / kia
568204N050,"END ASSY, TIE ROD STEERING ",0.385,0.0,hyundai / kia
56820H8000,"END ASSY, TIE ROD STEERING ",0.562,0.0,hyundai / kia
56825G8090,"END ASSY, TIE ROD STEERING ",0.77,0.0,hyundai / kia
56825H8000,"END ASSY, TIE ROD STEERING ",0.564,0.0,hyundai / kia
568805K000,"END ASSY, TIE ROD STEERING ",1.188,0.0,hyundai / kia
571002E100,STEERING PUMP,2.233,0.0,hyundai / kia
571004L000,STEERING PUMP,2.4,0.0,hyundai / kia
571005H101,OIL PUMP ASSY,1.73,0.0,hyundai / kia
571502M000,"BODY ASSY, FUEL PUMP",0.338,0.0,hyundai / kia
571502W000,"RESERVOIR ASSY, POWER STEERING",0.216,0.0,hyundai / kia
571562C000,"CAP, OIL RESERVOIR",0.024,0.0,hyundai / kia
5723129100,"BELT, V",0.086,0.0,hyundai / kia
575302G100,RUBBER TUBE,0.189,0.86,hyundai / kia
575312F700,RUBBER TUBE,0.107,0.485,hyundai / kia
5757107000,RUBBER TUBE,0.136,0.62,hyundai / kia
577242S000,"END ASSY, STEERING RACK",0.616,0.0,hyundai / kia
5772817000,"DUST BOOT, STEERING ",0.069,0.0,hyundai / kia
577283Q000,"DUST BOOT, STEERING ",0.067,0.0,hyundai / kia
577402E000,"DUST BOOT, STEERING ",0.089,0.0,hyundai / kia
577402P000,"DUST BOOT, STEERING ",0.051,0.0,hyundai / kia
577402S000,"DUST BOOT, STEERING ",0.055,0.0,hyundai / kia
577404D000,"DUST BOOT, STEERING ",0.077,0.0,hyundai / kia
57740B2000,"DUST BOOT, STEERING ",0.072,0.0,hyundai / kia
57740F2000,"DUST BOOT, STEERING ",0.053,0.0,hyundai / kia
5779043A01,"REPAIR KIT, STEERING RACK",0.163,0.0,hyundai / kia
5810107A00,"PAD KIT, DISC BRAKE",1.417,0.0,hyundai / kia
581011DA00,"PAD KIT, DISC BRAKE",2.021,0.0,hyundai / kia
581011GE00,"PAD KIT, DISC BRAKE",1.83,0.0,hyundai / kia
581011RA00,"PAD KIT, DISC BRAKE",1.87,0.0,hyundai / kia
581011RA01,"PAD KIT, DISC BRAKE",1.873,0.0,hyundai / kia
581011WA00,"PAD KIT, DISC BRAKE",1.874,0.0,hyundai / kia
581011YA00,"PAD KIT, DISC BRAKE",1.188,0.0,hyundai / kia
581011YA10,"PAD KIT, DISC BRAKE",1.199,0.0,hyundai / kia
581012FA10,"PAD KIT, DISC BRAKE",2.148,0.0,hyundai / kia
581012JA11,"PAD KIT, DISC BRAKE",2.352,0.0,hyundai / kia
581012JA20,"PAD KIT, DISC BRAKE",2.364,0.0,hyundai / kia
581012PA70,"PAD KIT, DISC BRAKE",2.411,0.0,hyundai / kia
581012S500FFF,"PAD KIT, DISC BRAKE",2.096,0.0,hyundai / kia
581012S550FFF,"PAD KIT, DISC BRAKE",0.078,0.0,hyundai / kia
581012SA00,"PAD KIT, DISC BRAKE",1.852,0.0,hyundai / kia
581012SA30,"PAD KIT, DISC BRAKE",1.852,0.0,hyundai / kia
581012SA70,"PAD KIT, DISC BRAKE",2.096,0.0,hyundai / kia
581012TA00,"PAD KIT, DISC BRAKE",1.783,0.0,hyundai / kia
581012TA21,"PAD KIT, DISC BRAKE",2.125,0.0,hyundai / kia
581012WA00,"PAD KIT, DISC BRAKE",2.311,0.0,hyundai / kia
581013CA70,"PAD KIT, DISC BRAKE",2.09,0.0,hyundai / kia
581013EE01,"PAD KIT, DISC BRAKE",2.522,0.0,hyundai / kia
581013JA01,"PAD KIT, DISC BRAKE",2.47,0.0,hyundai / kia
581013RA00,"PAD KIT, DISC BRAKE",2.146,0.0,hyundai / kia
581014DE00,"PAD KIT, DISC BRAKE",2.723,0.0,hyundai / kia
581014DU00,"PAD KIT, DISC BRAKE",2.431,0.0,hyundai / kia
581014EB01,"PAD KIT, DISC BRAKE",4.84,0.0,hyundai / kia
581014HA00,"PAD KIT, DISC BRAKE",2.66,0.0,hyundai / kia
581014HA01,"PAD KIT, DISC BRAKE",2.446,0.0,hyundai / kia
581014HA50,"PAD KIT, DISC BRAKE",2.782,0.0,hyundai / kia
58101A4A01,"PAD KIT, DISC BRAKE",1.972,0.0,hyundai / kia
58101A7A00,"PAD KIT, DISC BRAKE",1.861,0.0,hyundai / kia
58101A9A10,"PAD KIT, DISC BRAKE",2.468,0.0,hyundai / kia
58101B1A11,"PAD KIT, DISC BRAKE",2.518,0.0,hyundai / kia
58101B1A20,"PAD KIT, DISC BRAKE",2.499,0.0,hyundai / kia
58101B2A00,"PAD KIT, DISC BRAKE",1.967,0.0,hyundai / kia
58101C5A00,"PAD KIT, DISC BRAKE",2.173,0.0,hyundai / kia
58101D3A11,"PAD KIT, DISC BRAKE",2.174,0.0,hyundai / kia
58101D4A00,"PAD KIT, DISC BRAKE",1.841,0.0,hyundai / kia
58101D4A10,"PAD KIT, DISC BRAKE",2.14,0.0,hyundai / kia
58101D4A20,"PAD KIT, DISC BRAKE",2.098,0.0,hyundai / kia
58101D7A50,"PAD KIT, DISC BRAKE",2.391,0.0,hyundai / kia
58101F2A00,"PAD KIT, DISC BRAKE",1.862,0.0,hyundai / kia
58101G2A00,"PAD KIT, DISC BRAKE",1.887,0.0,hyundai / kia
58101G6A30,"PAD KIT, DISC BRAKE",1.637,0.0,hyundai / kia
58101G8A30,"PAD KIT, DISC BRAKE",2.365,0.0,hyundai / kia
58101H7A10,"PAD KIT, DISC BRAKE",1.815,0.0,hyundai / kia
58101L1A02,"PAD KIT, DISC BRAKE",2.211,0.0,hyundai / kia
58101M6A00,"PAD KIT, DISC BRAKE",2.2,0.0,hyundai / kia
58101S9A00,"PAD KIT, DISC BRAKE",2.555,0.0,hyundai / kia
581022EA00,"SEAL KIT, DRUM BRAKE  ",0.035,0.0,hyundai / kia
5810233A00,"REPAIR KIT, BRAKE MASTER",0.033,0.0,hyundai / kia
5810237A10,"REPAIR KIT, DISC BRAKE",0.044,0.0,hyundai / kia
5810244A00,"REPAIR KIT, BRAKE MASTER",0.035,0.0,hyundai / kia
5811237000,"PISTON, DISC BRAKE",0.502,0.0,hyundai / kia
5811237500,"CYLINDER KIT, BRAKE MASTER",0.305,0.0,hyundai / kia
581438A502,"BRAKE SHOE, DRUM ",1.47,0.0,hyundai / kia
5814483401,"CLAMP, METAL",0.004,0.0,hyundai / kia
581612F300,"PIN, DISC BRAKE",0.063,0.0,hyundai / kia
581621H000,"PIN, DISC BRAKE",0.056,0.0,hyundai / kia
581641H000,"DUST BOOT, STEERING ",0.006,0.0,hyundai / kia
581642E000,"DUST BOOT, KIT",0.007,0.0,hyundai / kia
581814FA00,BRAKE CALIPER,5.955,0.0,hyundai / kia
582130U000,"PISTON, DISC BRAKE",0.055,0.0,hyundai / kia
5823228300,GASKET RUBBER SEAL,0.01,0.027,hyundai / kia
5825407300,"SPRING, RETAINER",0.035,0.0,hyundai / kia
5830143A00,"REPAIR KIT, CLUTCH MASTER",0.007,0.0,hyundai / kia
5830144A10,"DUST BOOT, KIT",0.002,0.0,hyundai / kia
583021DA01,"PAD KIT, DISC BRAKE",1.043,0.0,hyundai / kia
583021FA50,"PAD KIT, DISC BRAKE",0.923,0.0,hyundai / kia
583021MA40,"PAD KIT, DISC BRAKE",0.936,0.0,hyundai / kia
583022CA00,"PAD KIT, DISC BRAKE",0.546,0.0,hyundai / kia
583022PA70,"PAD KIT, DISC BRAKE",1.31,0.0,hyundai / kia
583022S000FFF,"SHOE KIT, DRUM BRAKE",0.879,0.0,hyundai / kia
583022YA50,"PAD KIT, DISC BRAKE",0.899,0.0,hyundai / kia
5830234A00,"PAD KIT, DISC BRAKE",0.954,0.0,hyundai / kia
583023EE00,"PAD KIT, DISC BRAKE",1.447,0.0,hyundai / kia
583023JA50,"PAD KIT, DISC BRAKE",1.246,0.0,hyundai / kia
583023MA30,"PAD KIT, DISC BRAKE",1.08,0.0,hyundai / kia
583023QA10,"PAD KIT, DISC BRAKE",0.921,0.0,hyundai / kia
583023VA50,"PAD KIT, DISC BRAKE",1.108,0.0,hyundai / kia
583023XA30,"PAD KIT, DISC BRAKE",0.899,0.0,hyundai / kia
583024DE00,"PAD KIT, DISC BRAKE",1.267,0.0,hyundai / kia
58302A7B30,"PAD KIT, DISC BRAKE",0.835,0.0,hyundai / kia
58302A9A10,"PAD KIT, DISC BRAKE",1.377,0.0,hyundai / kia
58302C1A15,"PAD KIT, DISC BRAKE",0.987,0.0,hyundai / kia
58302C5A70,"PAD KIT, DISC BRAKE",1.305,0.0,hyundai / kia
58302D2A03,"PAD KIT, DISC BRAKE",2.083,0.0,hyundai / kia
58302D3A00,"PAD KIT, DISC BRAKE",0.89,0.0,hyundai / kia
58302D3A70,"PAD KIT, DISC BRAKE",0.879,0.0,hyundai / kia
58302F2A30,"PAD KIT, DISC BRAKE",0.902,0.0,hyundai / kia
58302H5A00,"PAD KIT, DISC BRAKE",0.853,0.0,hyundai / kia
58302L0A15,"PAD KIT, DISC BRAKE",1.1,0.0,hyundai / kia
58302L1A00,"PAD KIT, DISC BRAKE",1.018,0.0,hyundai / kia
58302S9A00,"PAD KIT, DISC BRAKE",1.297,0.0,hyundai / kia
58302S9A30,"PAD KIT, DISC BRAKE",1.185,0.0,hyundai / kia
583051GA00,"SHOE KIT, DRUM BRAKE",1.558,0.0,hyundai / kia
583051MA00,"SHOE KIT, DRUM BRAKE",1.566,0.0,hyundai / kia
583052EA00FFF,"SHOE KIT, DRUM BRAKE",0.22,0.0,hyundai / kia
583052HA10,"SHOE KIT, DRUM BRAKE",1.041,0.0,hyundai / kia
583052PA10,"SHOE KIT, DRUM BRAKE",1.593,0.0,hyundai / kia
583052SA30,"SHOE KIT, DRUM BRAKE",1.994,0.0,hyundai / kia
583052TA00,"PAD KIT, DISC BRAKE",1.24,0.0,hyundai / kia
583052WA00,"SHOE KIT, DRUM BRAKE",1.522,0.0,hyundai / kia
583053CA00,"SHOE KIT, DRUM BRAKE",2.467,0.0,hyundai / kia
583053QA00,"SHOE KIT, DRUM BRAKE",1.249,0.0,hyundai / kia
583053SA30,"SHOE KIT, DRUM BRAKE",0.993,0.0,hyundai / kia
583053XA00,"SHOE KIT, DRUM BRAKE",1.61,0.0,hyundai / kia
583054FA01,"SHOE KIT, DRUM BRAKE",2.806,0.0,hyundai / kia
583054HA00,"SHOE KIT, DRUM BRAKE",1.192,0.0,hyundai / kia
5831544020,"PAD KIT, DISC BRAKE",0.0,0.0,hyundai / kia
583204E000,"CYLINDER, DRUM BRAKE  ",0.485,0.0,hyundai / kia
583221C001,"SPRING, RETAINER",0.009,0.0,hyundai / kia
583300P000,"CYLINDER, DRUM BRAKE  ",0.277,0.0,hyundai / kia
5833025000,"CYLINDER, DRUM BRAKE  ",0.277,0.0,hyundai / kia
583501MA00,"SHOE KIT, DRUM BRAKE",1.729,0.0,hyundai / kia
583501YA00,"PAD KIT, DISC BRAKE",0.971,0.0,hyundai / kia
583502JA00,"SHOE KIT, DRUM BRAKE",2.108,0.0,hyundai / kia
583503CA10,"SHOE KIT, DRUM BRAKE",1.574,0.0,hyundai / kia
583503ED01,"SHOE KIT, DRUM BRAKE",1.75,0.0,hyundai / kia
583503FA00,"PAD KIT, DISC BRAKE",2.253,0.0,hyundai / kia
583503FA01,"SHOE KIT, DRUM BRAKE",1.671,0.0,hyundai / kia
5838025000,"CYLINDER, DRUM BRAKE  ",0.271,0.0,hyundai / kia
5838631000,"PLUG, BODY PANEL",0.004,0.012,hyundai / kia
5841117200,BRAKE DRUM,5.035,0.0,hyundai / kia
584111G000,BRAKE DRUM,2.068,0.0,hyundai / kia
5841122020,BRAKE DRUM,0.655,0.0,hyundai / kia
584113X300,"DISC ASSY, CLUTCH FRICTION",4.332,0.0,hyundai / kia
584204A200,"CYLINDER, DRUM BRAKE  ",0.319,0.0,hyundai / kia
5850145A10,"REPAIR KIT, BRAKE MASTER",0.409,0.0,hyundai / kia
585101R000,"CYLINDER, BRAKE MASTER ",0.839,0.0,hyundai / kia
585102F060,"CYLINDER, BRAKE MASTER ",0.77,0.0,hyundai / kia
585102F100,"CYLINDER, BRAKE MASTER ",0.972,0.0,hyundai / kia
585102F700,"RESERVOIR ASSY, BRAKE FLUID",0.792,0.0,hyundai / kia
585102F800,"CYLINDER, BRAKE MASTER ",0.836,0.0,hyundai / kia
585102G110,"RESERVOIR ASSY, POWER STEERING",0.231,0.0,hyundai / kia
585102G210,"CYLINDER, BRAKE MASTER ",0.897,0.0,hyundai / kia
5851038004,"CYLINDER, DRUM BRAKE  ",0.946,0.0,hyundai / kia
585104AA00,"REPAIR KIT, BRAKE MASTER",0.286,0.0,hyundai / kia
585104BA00,"REPAIR KIT, BRAKE MASTER",0.101,0.0,hyundai / kia
585104H850,"CYLINDER, BRAKE MASTER ",0.0,0.0,hyundai / kia
585112L300,"RESERVOIR ASSY, POWER STEERING",0.18,0.0,hyundai / kia
586205L000,"CYLINDER, BRAKE MASTER ",0.706,0.0,hyundai / kia
587311H000,"HOSE ASSY, WINDSHIELD WASHER",0.219,0.995,hyundai / kia
587311M000,"HOSE ASSY, WINDSHIELD WASHER",0.224,1.02,hyundai / kia
587312B000,"HOSE ASSY, WINDSHIELD WASHER",0.169,0.77,hyundai / kia
587312G000DS,"HOSE ASSY, WINDSHIELD WASHER",0.189,0.86,hyundai / kia
587312J000,"HOSE ASSY, WINDSHIELD WASHER",0.171,0.775,hyundai / kia
587313J000,"HOSE ASSY, WINDSHIELD WASHER",0.171,0.775,hyundai / kia
587313R000,"HOSE ASSY, WINDSHIELD WASHER",0.095,0.43,hyundai / kia
58731A6000,"HOSE ASSY, WINDSHIELD WASHER",0.223,1.015,hyundai / kia
587322B010,"HOSE ASSY, WINDSHIELD WASHER",0.152,0.69,hyundai / kia
587322J000,"HOSE ASSY, WINDSHIELD WASHER",0.022,0.1,hyundai / kia
587323L001,"HOSE ASSY, WINDSHIELD WASHER",0.328,1.49,hyundai / kia
5873734000,"HOSE ASSY, WINDSHIELD WASHER",0.083,0.375,hyundai / kia
58737H8000,"HOSE ASSY, WINDSHIELD WASHER",0.311,1.415,hyundai / kia
587383S301,"HOSE ASSY, WINDSHIELD WASHER",0.158,0.72,hyundai / kia
589117C100,CONNECTOR,0.141,0.0,hyundai / kia
589527H950,BLEEDER,0.089,0.0,hyundai / kia
589597H950,BLEEDER,0.144,0.0,hyundai / kia
591203E160,"CYLINDER, BRAKE MASTER ",1.021,0.0,hyundai / kia
595108A570,"VALVE ASSY, OIL CHECK",1.476,0.0,hyundai / kia
59810A6300,"SENSOR ASSY, ABS",0.174,0.474,hyundai / kia
5982245A60,"SHOE KIT, PARKING BRAKE",0.757,0.0,hyundai / kia
598608A451,"VALVE ASSY, LOAD SENSING PROPORTIONING",0.538,0.0,hyundai / kia
624852F300,"BUSHING, SUSPENSION ARM",0.465,0.0,hyundai / kia
62486D3000,"BUSHING, SUSPENSION ARM",0.781,0.0,hyundai / kia
6261817000,"NUT, METAL",0.029,0.0,hyundai / kia
62800A9000,SPARE WHEEL BRACKET,2.578,0.0,hyundai / kia
628504A000,SPARE WHEEL BRACKET,0.263,0.0,hyundai / kia
641011G001,"PANEL ASSY, MOUNTING RADIATOR",5.775,30.0,hyundai / kia
641011W001,"PANEL ASSY, MOUNTING RADIATOR",5.83,30.0,hyundai / kia
641013J000,"PANEL ASSY, BODY",8.36,30.4,hyundai / kia
641013M000,"PANEL ASSY, BODY",5.852,21.28,hyundai / kia
641013X003,"PANEL ASSY, MOUNTING RADIATOR",5.335,30.0,hyundai / kia
641014Y001,"HUB ASSY, FREE WHEEL",4.587,0.0,hyundai / kia
64101A7001,"PANEL ASSY, MOUNTING RADIATOR",8.25,30.0,hyundai / kia
64101A7600,"SUPPORT ASSY, RADIATOR",8.129,30.0,hyundai / kia
64101D3000,"PANEL ASSY, MOUNTING RADIATOR",7.909,30.0,hyundai / kia
64101J9000,"PANEL ASSY, MOUNTING RADIATOR",6.655,30.0,hyundai / kia
64118F2000,"BRACKET, PLASTIC",0.307,0.837,hyundai / kia
645013L100,"COVER ASSY, FENDER SPLASH SHIELD",7.7,50.0,hyundai / kia
65523D2000,"BODY PART, FLOOR",3.74,10.0,hyundai / kia
66310F2500,"FENDER COVER, MOLDING",4.224,45.0,hyundai / kia
663111R350,"FENDER COVER, MOLDING",1.914,45.0,hyundai / kia
66320F2000,"FENDER COVER, MOLDING",4.257,45.0,hyundai / kia
663213W000,"FENDER COVER, MOLDING",2.915,45.0,hyundai / kia
663214H401,"FENDER COVER, MOLDING",4.95,45.0,hyundai / kia
664000X020,HOOD,14.3,40.0,hyundai / kia
66400B8000,HOOD,24.618,40.0,hyundai / kia
66400F2000,HOOD,22.22,40.0,hyundai / kia
66400M6000,HOOD,25.432,40.0,hyundai / kia
69100S8000,"BRACKET, PANEL ASSY",8.514,0.0,hyundai / kia
695102C000,"CAP, FUEL TANK",0.466,0.0,hyundai / kia
69513G2000,"COVER ASSY, PLASTIC",0.223,1.015,hyundai / kia
711124E550,"BODY PANEL, SIDE",14.487,100.0,hyundai / kia
72RZ62GF00,CRANKSHAFT ASSY,17.017,0.0,hyundai / kia
757308D100,"VALVE BODY, GEARBOX ",2.319,0.0,hyundai / kia
7612129510,DOOR ASSY,8.624,50.0,hyundai / kia
77003D9000,DOOR ASSY,17.38,50.0,hyundai / kia
77004D9000,DOOR ASSY,17.567,50.0,hyundai / kia
7714055008,"DOOR ASSY, LUGGAGE COMPARTMENT",11.0,50.0,hyundai / kia
7828806001,"NUT, METAL",0.012,0.0,hyundai / kia
7927022000,"TORSION BAR, LUGGAGE DOOR HINGE ",0.44,0.0,hyundai / kia
792732F040,"HINGE ASSY, BONNET",0.385,0.0,hyundai / kia
7928022000,"TORSION BAR, LUGGAGE DOOR HINGE ",0.44,0.0,hyundai / kia
792831M000,"TORSION BAR, LUGGAGE DOOR HINGE ",0.33,0.0,hyundai / kia
793202B010,"HINGE ASSY, FRONT DOOR",0.43,0.0,hyundai / kia
7932525000,"HINGE ASSY, FRONT DOOR",0.482,0.0,hyundai / kia
793801M000,"CHECK ASSY, DOOR",0.146,0.0,hyundai / kia
793804D001,"CHECK ASSY, DOOR",0.205,0.0,hyundai / kia
80100J9000TRY,AIR BAG,1.871,0.0,hyundai / kia
811302S000,"LOCK ASSY, BONNET",0.265,0.0,hyundai / kia
811802B000,"BRACKET, PLASTIC",0.035,0.096,hyundai / kia
811803K000HZ,"HANDLE, PLASTIC",0.158,0.0,hyundai / kia
811812B000J4,"HANDLE, PLASTIC",0.029,0.0,hyundai / kia
811812B000TRY,"LEVER ASSY, BONNET",0.033,0.0,hyundai / kia
811901R010,"ROD, DOOR LOCK",0.024,0.0,hyundai / kia
8123007030,CYLINDER LOCK,0.462,0.0,hyundai / kia
812601R000,"SWITCH ASSY, LUGGAGE COMPARTMENT ",0.033,0.09,hyundai / kia
812601W220,"SWITCH ASSY, LUGGAGE COMPARTMENT ",0.032,0.087,hyundai / kia
8127939000,"CLIP, PLASTIC",0.001,0.003,hyundai / kia
812801E000,CABLE ASSY,0.286,0.0,hyundai / kia
812801M000,"CABLE ASSY, BONNET LOCK",0.32,0.0,hyundai / kia
8128022001,"ROD, DOOR LOCK",0.275,0.0,hyundai / kia
813101D000,"LOCK ASSY, LUGGAGE COMPARTMENT",0.286,0.0,hyundai / kia
813102W010QQH,LOCK ASSY,0.639,0.0,hyundai / kia
813103J010,"LOCK ASSY, LUGGAGE COMPARTMENT",0.681,0.0,hyundai / kia
813111F020,LOCK ASSY,0.706,0.0,hyundai / kia
813353B000NF,"PLUG, PLASTIC",0.007,0.018,hyundai / kia
813648D100,"PLUG, BODY PANEL",0.007,0.018,hyundai / kia
814102B000,LOCK ASSY,0.681,0.0,hyundai / kia
814102E000,LOCK ASSY,0.539,0.0,hyundai / kia
81410G2000,LOCK ASSY,0.642,0.0,hyundai / kia
814202B000,LOCK ASSY,0.682,0.0,hyundai / kia
814202W000QQH,LOCK ASSY,0.66,0.0,hyundai / kia
816162S000,"GLASS ASSY, SUNROOF",14.267,30.0,hyundai / kia
816163S000,"GLASS ASSY, REAR ",10.45,40.0,hyundai / kia
816303V000,"GLASS ASSY, SUNROOF",13.2,30.0,hyundai / kia
816353S000,"ROD ASSY, CORRECTOR HEADLAMP",0.053,0.0,hyundai / kia
816353S010,"GUIDE RAIL, SUNROOF",0.053,0.0,hyundai / kia
816472F000,CABLE ASSY,0.274,0.0,hyundai / kia
816481F000,"GUIDE RAIL, SUNROOF",0.294,0.0,hyundai / kia
816482F000,"GUIDE RAIL, SUNROOF",0.263,0.0,hyundai / kia
816483E001,"ROD, DOOR LOCK",0.285,0.0,hyundai / kia
816483S000,"BRACKET, PLASTIC",0.028,0.075,hyundai / kia
816993S000,"BRACKET, REINFORCEMENT",0.107,0.0,hyundai / kia
817201C000,"HANDLE, PLASTIC",0.133,0.0,hyundai / kia
817401G200XI,"HEADLINING ASSY, INTERIOR",0.15,20.0,hyundai / kia
817702B000,"STRUT, STAY ASSY",0.43,0.0,hyundai / kia
817702P500,SHOCK ABSORBER,0.454,0.0,hyundai / kia
817703J000,"STRUT, STAY ASSY",0.383,0.0,hyundai / kia
817712E000,"STRUT, STAY ASSY",0.384,0.0,hyundai / kia
817712S000,"STRUT, STAY ASSY",0.45,0.0,hyundai / kia
817713L000,"STRUT, STAY ASSY",0.239,0.0,hyundai / kia
817804H000,"STRUT, STAY ASSY",0.612,0.0,hyundai / kia
817903E000,"PLUG, PLASTIC",0.053,0.144,hyundai / kia
819002J710,"LOCK ASSY, IGNITION SWITCH",0.389,0.0,hyundai / kia
819054E000,"LOCK ASSY, IGNITION SWITCH",1.115,0.0,hyundai / kia
821101G001,GASKET RUBBER SEAL,1.11,3.027,hyundai / kia
821101M000,GASKET RUBBER SEAL,0.87,2.373,hyundai / kia
821104D001,GASKET RUBBER SEAL,0.396,1.08,hyundai / kia
821201E000QS,GASKET RUBBER SEAL,1.1,3.0,hyundai / kia
821201M000,GASKET RUBBER SEAL,0.592,1.614,hyundai / kia
821202E000DD,GASKET RUBBER SEAL,1.21,3.3,hyundai / kia
821202F000NM,GASKET RUBBER SEAL,0.975,2.658,hyundai / kia
821302D000,GASKET RUBBER SEAL,0.439,1.197,hyundai / kia
8219138010,"REINFORCEMENT ASSY, BUMPER COVER",0.013,0.0,hyundai / kia
822201C001,"WEATHERSTRIP, DOOR GLASS",0.154,0.42,hyundai / kia
82220G2010,"MOULDING ASSY, WINDOW TRIM",0.396,0.0,hyundai / kia
822603J000,"MOULDING ASSY, PLASTIC",0.191,0.0,hyundai / kia
8230107230EQ,"BOARD DOOR, PANEL TRIM",4.895,22.25,hyundai / kia
823405H002,"HANDLE, PLASTIC",0.169,0.0,hyundai / kia
8235426000,"REGISTER ASSY, INSTRUMENT PANEL",0.217,0.985,hyundai / kia
825302F000,GASKET RUBBER SEAL,0.453,1.236,hyundai / kia
825302G000,"WEATHERSTRIP, DOOR GLASS",0.439,1.197,hyundai / kia
825402B000,GASKET RUBBER SEAL,0.974,2.655,hyundai / kia
825402F000,GASKET RUBBER SEAL,0.039,0.105,hyundai / kia
826101F000UB,"HANDLE, PLASTIC",0.103,0.0,hyundai / kia
826102B010WK,"HANDLE, PLASTIC",0.134,0.0,hyundai / kia
826102W000SDH,"HANDLE, PLASTIC",0.112,0.0,hyundai / kia
826103A000,"HANDLE, PLASTIC",0.0,0.0,hyundai / kia
826112H0008M,"COVER ASSY, DOOR  HANDLE",0.034,0.0,hyundai / kia
8262002010IJ,"HANDLE, PLASTIC",0.066,0.0,hyundai / kia
8262017010,"HANDLE, PLASTIC",0.088,0.0,hyundai / kia
826201E000AR,"HANDLE, PLASTIC",0.081,0.0,hyundai / kia
826203A000,"HANDLE ASSY, DOOR METAL",0.0,0.0,hyundai / kia
826212H0008M,"COVER ASSY, DOOR  HANDLE",0.033,0.0,hyundai / kia
8265028000,"HANDLE, PLASTIC",0.179,0.0,hyundai / kia
826502E000,"HANDLE, PLASTIC",0.473,0.0,hyundai / kia
826502E010,"HANDLE, PLASTIC",0.37,0.0,hyundai / kia
826511R200PGU,"HANDLE, PLASTIC",0.132,0.0,hyundai / kia
826512B010,"HANDLE, PLASTIC",0.178,0.0,hyundai / kia
826512S720,"HANDLE, PLASTIC",0.204,0.0,hyundai / kia
826513V020RER,"HANDLE, PLASTIC",0.16,0.0,hyundai / kia
82651L2200,"HANDLE, PLASTIC",0.232,0.0,hyundai / kia
826523K030,"COVER ASSY, PLASTIC",0.018,0.08,hyundai / kia
826523V000RER,"PLUG, PLASTIC",0.012,0.033,hyundai / kia
82657D9000FFF,ANTENNA ROD,0.055,0.0,hyundai / kia
8266007060,"HANDLE, PLASTIC",0.21,0.0,hyundai / kia
8266022000CA,"HANDLE, PLASTIC",0.255,0.0,hyundai / kia
8266024020,"HANDLE, PLASTIC",0.0,0.0,hyundai / kia
8266034000,"HANDLE, PLASTIC",0.277,0.0,hyundai / kia
831103K000HZ,GASKET RUBBER SEAL,0.722,1.968,hyundai / kia
831202S000,GASKET RUBBER SEAL,1.02,2.781,hyundai / kia
832803W010,"MOULDING ASSY, PLASTIC",0.138,0.625,hyundai / kia
836502E000,"HANDLE, PLASTIC",0.464,0.0,hyundai / kia
836502E010,"HANDLE, PLASTIC",0.398,0.0,hyundai / kia
836511F010,"HANDLE, PLASTIC",0.169,0.0,hyundai / kia
