oem_field,name_field,weight_field,volume_field,brend_field
97133L0000,"FILTER ASSY, AIR ELEMENT",0.139,0.0,hyundai / kia
97133L1000,"FILTER ASSY, AIR ELEMENT",0.177,0.0,hyundai / kia
97133R0500,"FILTER ASSY, AIR ELEMENT",0.13,0.0,hyundai / kia
97134C6900,"FILTER ASSY, AIR ELEMENT",0.212,0.0,hyundai / kia
971532E200,"PLUG, PLASTIC",0.01,0.027,hyundai / kia
971573T000,"SERVO ASSY, HEATING AIR CONDITIONING ",0.112,0.0,hyundai / kia
971591H150,"CONTROL UNIT, HEATING AIR CONDITIONING ",0.117,0.0,hyundai / kia
971592E200,"SERVO ASSY, HEATING AIR CONDITIONING ",0.086,0.0,hyundai / kia
971592L000,"ACTUATOR ASSY, DOOR LOCK",0.143,0.0,hyundai / kia
972053E080,"CASE ASSY, HEATER UNIT",0.44,0.0,hyundai / kia
972223E060,"SERVO ASSY, HEATING AIR CONDITIONING ",0.221,0.0,hyundai / kia
973112E700,RUBBER TUBE,0.156,0.71,hyundai / kia
973112J010,RUBBER TUBE,0.091,0.415,hyundai / kia
973113E000,"HOSE ASSY, WINDSHIELD WASHER",0.143,0.65,hyundai / kia
973114U100,RUBBER TUBE,0.176,0.8,hyundai / kia
973122E700,RUBBER TUBE,0.193,0.875,hyundai / kia
973123E000,RUBBER TUBE,0.347,1.575,hyundai / kia
974203K000QD,"REGISTER ASSY, INSTRUMENT PANEL",0.253,1.15,hyundai / kia
974604A000FG,"REGISTER ASSY, INSTRUMENT PANEL",0.156,0.71,hyundai / kia
976062Y001,"RADIATOR ASSY, A/C ",2.398,6.54,hyundai / kia
976063X601,"RADIATOR ASSY, A/C ",3.718,10.14,hyundai / kia
976174H000,"FILTER ASSY, AIR ELEMENT",0.261,0.0,hyundai / kia
976262F000,"VALVE ASSY, COOLER EXPANSION",0.186,0.0,hyundai / kia
9762638000,"VALVE ASSY, COOLER EXPANSION",0.163,0.0,hyundai / kia
976263C000,"VALVE ASSY, COOLER EXPANSION",0.164,0.0,hyundai / kia
9765243000,"BELT, V",0.11,0.0,hyundai / kia
9765243010,"BELT, V",0.106,0.0,hyundai / kia
976742S000,"VALVE ASSY, COOLER EXPANSION",0.165,0.0,hyundai / kia
976743M001,"VALVE ASSY, INTAKE AIR CONTROL",0.176,0.0,hyundai / kia
977131C200,"BELT, V",0.086,0.0,hyundai / kia
977131E000,"BELT, V",0.081,0.0,hyundai / kia
9771329000,"BELT, V",0.11,0.0,hyundai / kia
9773737100,"BLADE, RADIATOR FAN",0.488,0.0,hyundai / kia
977623X000,FERROUS PIPE,0.277,15.0,hyundai / kia
978004F000,"DRYER ASSY, HEIGHT CONTROL",0.367,0.0,hyundai / kia
9783429010,"TENSIONER ASSY, PULLEY",0.317,0.0,hyundai / kia
978342D520,"TENSIONER ASSY, PULLEY",0.352,0.0,hyundai / kia
981201F000,"LINK ASSY, WINDSHIELD WIPER",1.136,0.0,hyundai / kia
981201M000,"LINK ASSY, WINDSHIELD WIPER",1.328,0.0,hyundai / kia
981308D120,WIPER BLADE ASSY,0.286,1.3,hyundai / kia
981508A002,"MOTOR ASSY, WINDSHIELD WIPER",1.021,0.0,hyundai / kia
983014H000,"LINK ASSY, WINDSHIELD WIPER",0.484,0.0,hyundai / kia
983501J000,WIPER BLADE ASSY,0.253,1.15,hyundai / kia
9835028020,WIPER BLADE ASSY,0.11,0.5,hyundai / kia
983503J050,WIPER BLADE ASSY,0.257,1.17,hyundai / kia
983503K050,WIPER BLADE ASSY,0.205,0.93,hyundai / kia
983503S300,"MOTOR ASSY, WINDSHIELD WIPER",0.315,0.0,hyundai / kia
98350C5600,WIPER BLADE ASSY,0.275,1.25,hyundai / kia
983511R000,GASKET RUBBER SEAL,0.07,0.192,hyundai / kia
983602M010,WIPER BLADE ASSY,0.178,0.81,hyundai / kia
985101C500,"MOTOR ASSY, PUMP WINDSHIELD WASHER",0.119,0.0,hyundai / kia
985101W000,"MOTOR ASSY, WINDSHIELD NOZZLE",0.19,0.0,hyundai / kia
985102J500,"MOTOR ASSY, PUMP WINDSHIELD WASHER",0.196,0.0,hyundai / kia
985102S000,"MOTOR ASSY, WINDSHIELD NOZZLE",0.122,0.0,hyundai / kia
985102W500,"MOTOR ASSY, PUMP WINDSHIELD WASHER",0.139,0.0,hyundai / kia
985103F200,"MOTOR ASSY, PUMP WINDSHIELD WASHER",0.188,0.0,hyundai / kia
985103W000,"MOTOR ASSY, WINDSHIELD NOZZLE",0.124,0.0,hyundai / kia
9851085002,"MOTOR ASSY, PUMP WINDSHIELD WASHER",0.114,0.0,hyundai / kia
986111G201,"RESERVOIR ASSY, WINDSHIELD",0.411,3.74,hyundai / kia
986111V000,"RESERVOIR ASSY, COOLANT ",0.496,1.0,hyundai / kia
986202W500,"RESERVOIR ASSY, WINDSHIELD",0.861,7.83,hyundai / kia
986301H510,"NOZZLE ASSY, WINDSHIELD WASHER",0.018,0.0,hyundai / kia
986304E010,"NOZZLE ASSY, WINDSHIELD WASHER",0.009,0.0,hyundai / kia
9866137000,BLEEDER,0.002,0.0,hyundai / kia
98671C5000,"NOZZLE ASSY, WINDSHIELD WASHER",0.114,0.0,hyundai / kia
986802B500,"NOZZLE ASSY, WINDSHIELD WASHER",0.04,0.0,hyundai / kia
986803M000,"PLUG, PLASTIC",0.035,0.096,hyundai / kia
98681C5000,"PLUG, PLASTIC",0.03,0.081,hyundai / kia
988100X000,"LINK ASSY, WINDSHIELD WIPER",0.044,0.0,hyundai / kia
988111H000,"LINK ASSY, WINDSHIELD WIPER",0.121,0.0,hyundai / kia
988112B000,"LINK ASSY, WINDSHIELD WIPER",0.121,0.0,hyundai / kia
988114H000,"LINK ASSY, WINDSHIELD WIPER",0.121,0.0,hyundai / kia
988202E000,WIPER BLADE ASSY,0.066,0.3,hyundai / kia
988203J000,WIPER BLADE ASSY,0.088,0.4,hyundai / kia
988501H000,GASKET RUBBER SEAL,0.066,0.18,hyundai / kia
98850S1000,WIPER BLADE ASSY,0.058,0.265,hyundai / kia
9888629000,"ADAPTER ASSY, WINDSHIELD WASHER",0.007,0.0,hyundai / kia
9893017000,"NOZZLE ASSY, WINDSHIELD WASHER",0.021,0.0,hyundai / kia
991168A162,STOPPER METAL,0.477,0.0,hyundai / kia
992385A100,"MOTOR ASSY, COOLING FAN",2.088,0.0,hyundai / kia
992385A101,"MOTOR ASSY, COOLING FAN",2.088,0.0,hyundai / kia
992388D100,"MOTOR ASSY, COOLING FAN",1.601,0.0,hyundai / kia
992388D200,"MOTOR ASSY, COOLING FAN",1.546,0.0,hyundai / kia
992615H301,"RECEIVER TANK, AIR CONDITIONER",0.385,0.0,hyundai / kia
992968DMB0,"PLATE, METAL",0.014,0.0,hyundai / kia
9929757MB0,"BEARING, TAPERED",0.567,0.0,hyundai / kia
9929857MC0,GASKET RUBBER SEAL,0.001,0.003,hyundai / kia
99310M6100UD,"SENSOR ASSY, ULTRASONIC",0.029,0.078,hyundai / kia
993128DMB0,FERROUS PIPE,0.228,15.0,hyundai / kia
9938557MF0,"GASKET, PARONITE",0.042,0.0,hyundai / kia
9961122301,"CAP, PROTECTION PLASTIC",0.011,0.0,hyundai / kia
A7F79AQ000,"FILTER ASSY, CABIN AIR",0.179,0.0,hyundai / kia
AA10043950F,BRAKE BOOSTER ASSY,3.882,0.0,hyundai / kia
C1C79AC001,"FILTER ASSY, CABIN AIR",0.252,0.687,hyundai / kia
C5H79AK000,"FILTER ASSY, AIR ELEMENT",0.088,0.0,hyundai / kia
D1H79AK000,"FILTER ASSY, AIR ELEMENT",0.13,0.0,hyundai / kia
D3C79AC001,"FILTER ASSY, AIR ELEMENT",0.066,0.0,hyundai / kia
D4C79AC001,"FILTER ASSY, AIR ELEMENT",0.19,0.0,hyundai / kia
J5H79AK000,"FILTER ASSY, CABIN AIR",0.0,0.0,hyundai / kia
K5677145600,"REPAIR KIT, KING PIN SPINDLE",3.318,0.0,hyundai / kia
K992790550,"PIN, STRAIGHT",0.015,0.0,hyundai / kia
K997840840B,"BOLT, METAL",0.023,0.0,hyundai / kia
K998650412,SCREW ,0.006,0.0,hyundai / kia
K999401210B,"NUT, METAL",0.017,0.0,hyundai / kia
KH43033694,"BOLT, METAL",0.099,0.0,hyundai / kia
KH43033698,"DUST BOOT, PIN BRAKE CALIPER",0.007,0.0,hyundai / kia
KK13768865A,"CLIP, PLASTIC",0.001,0.003,hyundai / kia
KK3703328Z,"PAD KIT, DISC BRAKE",1.295,0.0,hyundai / kia
KK38822530,"DUST BOOT, KIT",0.596,0.0,hyundai / kia
KK38822540,"DUST BOOT, KIT",0.382,0.0,hyundai / kia
KSUB166780,HORN ASSY,0.388,0.0,hyundai / kia
L1C79AC000,"FILTER ASSY, AIR ELEMENT",0.177,0.0,hyundai / kia
L5466110000,SHOCK ABSORBER,4.342,0.0,hyundai / kia
LPA10APE1BNMAH,AUTOMOTIVE PAINT,0.0,0.0,hyundai / kia
LPA10APE1UNAAH,AUTOMOTIVE PAINT,0.0,0.0,hyundai / kia
MB09233067,SEAL RING,0.018,0.0,hyundai / kia
MB09239811,"BUSHING, RUBBER",0.02,0.0,hyundai / kia
MDX5066490,"SWITCH ASSY, STOP LAMP",0.036,0.0,hyundai / kia
MDX5250628A,"CLIP, PLASTIC",0.001,0.003,hyundai / kia
MDX5250943A,"CLIP, PLASTIC",0.001,0.003,hyundai / kia
MFU6019335A,GASKET RUBBER SEAL,0.033,0.09,hyundai / kia
P879007000A,"FILTER ASSY, AIR ELEMENT",0.0,0.0,hyundai / kia
P87902F000A,"FILTER ASSY, AIR ELEMENT",0.178,0.0,hyundai / kia
QD41700T12201,"CYLINDER, CLUTCH MASTER ",4.29,0.0,hyundai / kia
QD43431T02380,"SHAFT ASSY, MANUAL GEARBOX",3.86,0.0,hyundai / kia
U81701M000,"NET ASSY, LUGGAGE COMPARTMENT",0.332,0.0,hyundai / kia
1573,LIGHT BULB,0.012,0.11,flosser
3157,LIGHT BULB,0.012,0.11,flosser
6418,LIGHT BULB,0.003,0.03,flosser
1151053,TOOL KIT,0.649,0.0,ks tools
000087577289,STITCH PLUSSH TOY,0.099,0.0,vag
000096322B,COOLANT,0.572,0.0,vag
034115427B,GASKET RUBBER SEAL,0.011,0.03,vag
03C121008JV,WATER PUMP ASSY,0.715,0.0,vag
03C906022AQ,"CONTROL UNIT, ENGINE",0.667,0.0,vag
03F129717C,"GASKET, RUBBER",0.019,0.051,vag
03H115562,OIL FILTER,0.164,0.0,vag
03H127025C,FUEL PUMP ASSY,0.945,0.0,vag
03L109119,"BELT, TIMING",0.227,0.0,vag
03L109243B,"TENSIONER ASSY, PULLEY",0.628,0.0,vag
03L130111G,PULLEY ASSY,0.232,0.0,vag
03L198119F,"REPAIR KIT, TIMING",0.227,0.0,vag
047115561F,OIL FILTER,0.319,0.0,vag
04E905601B,SPARK PLUG,0.051,0.0,vag
04E905602,SPARK PLUG,0.045,0.0,vag
04L131547S,"GASKET, RUBBER",0.006,0.015,vag
050129761H,"FLANGE ASSY, GEARBOX",0.289,0.0,vag
057131529G,"NUT, METAL",0.014,0.0,vag
059117070B,GASKET RUBBER SEAL,0.01,0.027,vag
059198405B,OIL FILTER,0.087,0.0,vag
059919501A,"SENSOR ASSY, TEMPERATURE",0.024,0.066,vag
066109091A,"GASKET, M/T OIL PAN",0.011,0.03,vag
06A103033A,RUBBER TUBE,0.022,0.1,vag
06A103035A,"BUSHING, PLASTIC",0.023,0.0,vag
06A131120F,"WASHER, METAL",0.006,0.0,vag
06D115562,OIL FILTER,0.092,0.0,vag
06D130757C,"VALVE ASSY, VACUUM SWITCHING",0.061,0.0,vag
06F103212D,RUBBER TUBE,0.044,0.2,vag
06G998907,GASKET KIT,0.019,0.0,vag
06H109469AP,"TENSIONER ASSY, TIMING CHAIN",0.086,0.0,vag
06H121026DS,WATER PUMP ASSY,0.77,0.0,vag
06H121119F,GASKET RUBBER SEAL,0.01,0.027,vag
06H145735G,FERROUS PIPE,0.143,15.0,vag
06J115403Q,OIL FILTER,0.535,0.0,vag
06K109651,"VALVE LOCK, SPRING RETAINER",0.006,0.0,vag
06K115610M,"TUBE ASSY, PLASTIC",0.062,0.168,vag
06L103801,"PLUG, PLASTIC",0.006,0.015,vag
06L103801D,"PLUG, PLASTIC",0.011,0.03,vag
06L115562B,OIL FILTER,0.064,0.0,vag
06M107065AK,PISTON ASSY,0.516,0.0,vag
06M198405F,OIL FILTER,0.128,0.0,vag
070127511C,"HOSE ASSY, WINDSHIELD WASHER",0.132,0.6,vag
070957147,"SENSOR ASSY, CRANKSHAFT POSITION",0.111,0.303,vag
074115562,OIL FILTER,0.14,0.0,vag
079103051E,SEAL RING,0.014,0.0,vag
09G321181A,GASKET RUBBER SEAL,0.004,0.012,vag
101905601F,SPARK PLUG,0.053,0.0,vag
10244051,RUBBER TUBE,0.028,0.0,vag
10724486,"GASKET, EXHAUST PIPE PARONITE",0.01,0.027,vag
11232689,OUTER MIRROR GLASS,0.14,0.0,vag
11628576287,"GASKET, EXHAUST MANIFOLD",0.006,0.015,vag
12409187D,SEAL RING,0.034,0.0,vag
14409161B,"CAP, METAL",0.037,0.0,vag
15311544,"BUSHING, PLASTIC",0.01,0.0,vag
17117639022,"CAP, RADIATOR",0.089,0.0,vag
1HM803436,FENDER ASSY,12.98,15.0,vag
1J0711280C,PLUG,0.012,0.0,vag
1J0971615S,"PLUG, PLASTIC",0.011,0.03,vag
1J6827515B,SUSPENTION LINK,0.007,0.0,vag
1J6853679EGQF,"PLUG, PLASTIC",0.011,0.03,vag
1JM962103,SWITCH ASSY,0.059,0.27,vag
1K0412249B,"BEARING, SUSPENSION SUPPORT",0.293,0.0,vag
1K0423831B,"DUST BOOT, STEERING ",0.058,0.0,vag
1K08633309B9,"GASKET, RUBBER",0.036,0.099,vag
1L0807634,"MOULDING ASSY, PLASTIC",0.119,0.54,vag
1P0805588D,"PANEL ASSY, MOUNTING RADIATOR",4.73,30.0,vag
1P9867601D1UQ,"COVER ASSY, ROOF RACK",3.19,0.0,vag
1T0711333,"CLIP, RUBBER",0.009,0.0,vag
1T0857489,"GASKET, RUBBER",0.001,0.003,vag
1U4837432A,"MOULDING ASSY, RUBBER",0.836,0.0,vag
1Z0807368C,"COVER ASSY, PLASTIC",0.11,0.5,vag
1Z1858415HN77,"PLUG, PLASTIC",0.044,0.12,vag
1Z1858415LBE9,"PLUG, PLASTIC",0.0,0.0,vag
1Z9867501B2AV,"PANEL ASSY, HEADLINING ROOF",13.123,122.0,vag
20409298,"WASHER, METAL",0.011,0.0,vag
21109651,"VALVE LOCK, SPRING RETAINER",0.006,0.0,vag
2E0325465,"ROD, DOOR LOCK",0.034,0.0,vag
2E0698295A,"REPAIR KIT, DISC BRAKE",0.113,0.0,vag
2E0821817,"CLIP, PLASTIC",0.002,0.006,vag
2H0121051F,RUBBER TUBE,0.123,0.56,vag
2K1422893M,"TUBE, DIFFERENTIAL ASSY",1.1,0.0,vag
2K58374789B9,"MOULDING ASSY, METAL",0.187,5.0,vag
2N0301047E,"TUBE ASSY, PLASTIC",0.045,0.123,vag
3351108001,"BUSHING, METAL ",0.026,0.0,vag
3A0121367B,"BUSHING, RUBBER",0.017,0.0,vag
3B0122291B,"TUBE ASSY, PLASTIC",0.031,0.084,vag
3B0955875A,"NOZZLE ASSY, WINDSHIELD WASHER",0.008,0.0,vag
3B1819417C,"COVER ASSY, PLASTIC",1.474,6.7,vag
3B5827531A,"ROD, DOOR LOCK",0.037,0.0,vag
3C0199231F,"BUSHING, SUSPENSION ARM",0.781,0.0,vag
3C0867333,"CLIP, PLASTIC",0.001,0.003,vag
3C115721A,BLEEDER,0.028,0.0,vag
3C8837017,CABLE ASSY,0.059,0.0,vag
3G08539509B9,"CLIP, OUTSIDE MOULDING",0.066,0.0,vag
3L109147D,"COVER ASSY, TIMING GEAR",0.147,0.0,vag
3Q0955455,"CAP, WASHER RESERVOIR PLASTIC",0.066,0.0,vag
3T5807521E,SPOILER ASSY,2.409,9.0,vag
3V0905217AWHS,SWITCH ASSY,0.018,0.08,vag
431616823B,"CLIP, PLASTIC",0.025,0.069,vag
49566,"COUPLING ASSY, RUBBER",0.933,0.0,vag
4B103631,"BUSHING, RUBBER",0.004,0.0,vag
4D0837019G7PE,"LEVER ASSY, STARTER PINION DRIVE",0.108,0.0,vag
4E0941455,"SUPPORT ASSY, INSULATOR",0.02,0.0,vag
4G0512135C,"PLUG, PLASTIC",0.022,0.06,vag
4G8807647D9B9,"GRILLE ASSY, RADIATOR",0.429,10.0,vag
4GD698151C,"PAD KIT, DISC BRAKE",3.157,0.0,vag
4K0133838S,AIR INTAKE CLEANER ASSY,2.233,3.5,vag
4KE821021C,FENDER ASSY,2.321,15.0,vag
4L0853742,"EMBLEM NAME PLATE, PLASTIC",0.045,0.123,vag
4L131354,"BUSHING, METAL ",0.017,0.0,vag
4M0127434H,"FILTER ASSY, FUEL PUMP",0.33,0.0,vag
4M0145683H,"TUBE ASSY, PLASTIC",0.158,0.432,vag
4M0199869AL,"BODY PANNEL, BRACKET ASSY",0.21,0.0,vag
4M0199870AL,"BODY PANNEL, BRACKET ASSY",0.204,0.0,vag
4M0616031AE,SHOCK ABSORBER,4.05,0.0,vag
4M0698151BH,"PAD KIT, DISC BRAKE",3.19,0.0,vag
4M0821111,"BUSHING, PLASTIC",0.209,0.0,vag
4M0825206J,"COVER ASSY, FENDER SPLASH SHIELD",0.583,2.65,vag
4M0971341F,"BRACKET, REINFORCEMENT",0.013,0.0,vag
4N0035503AGGRU,ANTENNA ROD,0.259,0.0,vag
4N0505323D,"ARM ASSY, SUSPENSION",0.968,0.0,vag
50240373,"CLAMP, PLASTIC",0.026,0.0,vag
53105229,SCREW ,0.008,0.0,vag
565035411B,"SPEAKER ASSY, RADIO RECEIVER",0.056,0.0,vag
5658075219B9,BUMBER COVER ASSY ,4.95,25.0,vag
566819416A9B9,"COVER ASSY, PLASTIC",0.748,3.4,vag
566927225IHA,SWITCH ASSY,0.19,0.0,vag
57A121283,"COVER ASSY, PLASTIC",0.268,1.22,vag
57A819701ALZB,"GRILLE ASSY, RADIATOR",0.222,10.0,vag
59145757,"GASKET, PLASTIC",0.003,0.009,vag
5C69275539B9,"BRACKET, REINFORCEMENT",0.02,0.0,vag
5E0945067A,"PLUG, PLASTIC",0.011,0.03,vag
5E5807864,"BRACKET, REINFORCEMENT",0.231,0.0,vag
5G0919492A,"PLUG, PLASTIC",0.009,0.024,vag
5J0827501D,"LOCK ASSY, LUGGAGE COMPARTMENT",0.516,0.0,vag
5J0998226E,"PLUG, PLASTIC",0.011,0.03,vag
5J998225A,"BRACKET, REINFORCEMENT",0.04,0.0,vag
5JB857508G9B9,OUTER MIRROR ASSY,1.4,0.0,vag
5K0010730A,"STICKER, LABEL",0.0,0.0,vag
5K0805413A,"COVER ASSY, PLASTIC",0.029,0.13,vag
5K0805912E,"COVER ASSY, FENDER SPLASH SHIELD",0.531,10.0,vag
5K0857925A1QB,"GLOVE BOX, DOOR",0.165,0.0,vag
5K4837478D5AP,"MOULDING ASSY, RUBBER",0.275,0.0,vag
5L0853767,"MOULDING ASSY, PLASTIC",0.055,0.25,vag
5L0853768,"MOULDING ASSY, PLASTIC",0.055,0.25,vag
5L1857702CRAA,SEAT BELT,1.87,0.0,vag
5L1857702DRAA,SEAT BELT,1.676,0.0,vag
5M0945095S,"LAMP ASSY, REAR",1.538,5.0,vag
5N0615123,BRAKE CALIPER,4.07,0.0,vag
5NA881405AQNLO,SEAT COVER SET,0.924,0.0,vag
5P0845011AMNVB,"GLASS ASSY, WINDSHIELD ",14.454,40.0,vag
5Q0121251GN,"RADIATOR ASSY, ENGINE COOLANT",4.719,0.0,vag
5Q0698151AJ,"PAD KIT, DISC BRAKE",3.246,0.0,vag
5Q0698451AK,"PAD KIT, DISC BRAKE",1.273,0.0,vag
5Q0698451T,"PAD KIT, DISC BRAKE",2.838,0.0,vag
5Q1953521KMIGI,UNDERSTEERING SWITCH,0.55,0.0,vag
64111387946,RUBBER TUBE,0.04,0.18,vag
6A103035A,"BUSHING, PLASTIC",0.024,0.0,vag
6C0609721A,"CABLE ASSY, PARKING BRAKE",0.275,0.0,vag
6H109509P,"TENSIONER ASSY, TIMING CHAIN",0.051,0.0,vag
6K103583,GASKET RUBBER SEAL,0.024,0.066,vag
6K109469N,"TENSIONER ASSY, TIMING CHAIN",0.018,0.0,vag
6K121085M,FERROUS PIPE,0.156,15.0,vag
6L0853677A01C,"MOULDING ASSY, BUMPER COVER",0.092,25.0,vag
6L103801,"PLUG, PLASTIC",0.004,0.012,vag
6L103801D,"PLUG, PLASTIC",0.006,0.015,vag
6L4867012AQNHN,"BOARD DOOR, PANEL TRIM",2.662,12.1,vag
6L6807050F,"BRACKET, PLASTIC",0.198,0.54,vag
6N0906383B,RELAY,0.132,0.0,vag
6Q0411314P,"BUSHING, STABILIZER",0.037,0.0,vag
6Q0711550,"CLIP, PLASTIC",0.002,0.006,vag
6Q6945096AA,"LAMP ASSY, REAR",1.091,5.0,vag
6V6807421F,BUMBER COVER ASSY ,3.278,25.0,vag
7018672999UW,"CLIP, METAL",0.001,0.003,vag
701959141B,RELAY,0.066,0.0,vag
7129952104,"CLAMP, METAL",0.009,0.0,vag
760845011AGNVB,"GLASS ASSY, WINDSHIELD ",16.5,40.0,vag
760857561H4PK,"HOLDER ASSY, SUNVISOR",0.035,0.0,vag
7C0945096J,"LAMP ASSY, REAR",2.431,5.0,vag
7E0129607H,"FILTER ASSY, AIR ELEMENT",0.033,0.0,vag
7E0843653BQ,LOCK ASSY,1.32,0.0,vag
7E0941699,"LAMP ASSY, FOG LIGHT",0.344,0.0,vag
7E0998527A,UNDERSTEERING SWITCH,0.979,0.0,vag
7L0122109F,RUBBER TUBE,0.202,0.92,vag
7L0614725C,FERROUS PIPE,0.176,15.0,vag
7L8411313B,"BUSHING, RUBBER",0.061,0.0,vag
7LA807241A9B9,"COVER ASSY, PLASTIC",0.11,0.5,vag
7LA8074909B9,"MOULDING ASSY, PLASTIC",0.415,1.885,vag
7M0919382,"BUSHING, RUBBER",0.008,0.0,vag
7P0525337D,"BUSHING, SUSPENSION ARM",0.315,0.0,vag
7P6805978A,"COVER ASSY, FLYWHEEL HOUSING",1.32,0.0,vag
7P6945701C,"LAMP ASSY, REAR",0.298,5.0,vag
803803583A,"BUSHING, RUBBER",0.004,0.0,vag
80A819332AC,"HOSE ASSY, WINDSHIELD WASHER",0.154,0.7,vag
87703ME041,"HANDLE, PLASTIC",0.013,0.0,vag
8A5857709A041,SEAT BELT,0.778,0.0,vag
8D0807192,"CLIP, PLASTIC",0.003,0.009,vag
8E5971840A,"DUST SEAL COVER, LAMP",0.041,0.0,vag
8H0919305A01C,RELAY,0.066,0.0,vag
8K0615311H,"COVER ASSY, DISC BRAKE",0.195,0.0,vag
8K0615312H,"COVER ASSY, DISC BRAKE",0.197,0.0,vag
8K0823126J,"MOULDING ASSY, OUTSIDE",0.07,0.32,vag
8K0973705A,WIRE,0.01,0.0,vag
8L3853492,"MOULDING ASSY, OUTSIDE",0.655,2.975,vag
8R0807682JBJI,"MOULDING ASSY, BUMPER COVER",0.737,7.0,vag
8R0807682TBJI,"MOULDING ASSY, BUMPER COVER",0.627,7.0,vag
8S8825236N,"COVER ASSY, PLASTIC",2.31,10.5,vag
8T0127401A,"FILTER ASSY, FUEL PUMP",0.231,0.0,vag
8U0945096,LAMP ASSY,1.153,3.144,vag
8V0862159A,EVAPORATOR ASSY,0.08,0.0,vag
8W0253115D,"GASKET, EXHAUST MANIFOLD",0.017,0.045,vag
8W0407625N,"BEARING, TAPERED",1.32,0.0,vag
8W0615121E,"SENSOR ASSY, BRAKE PAD WEAR",0.03,0.081,vag
8W0821136C,"BUCKLE, METAL",0.418,0.0,vag
96611,"RADIATOR ASSY, ENGINE COOLANT",4.552,0.0,vag
BH325159,OIL FILTER,0.201,0.0,vag
D181802M1,SEALANT,0.022,0.0,vag
D600200A2,ENGINE OIL ,0.979,0.0,vag
G052150A2,SEALANT,0.223,0.0,vag
G052528A2,SEALANT,0.138,0.0,vag
G052529A2,ENGINE OIL ,1.046,0.0,vag
G053001A2,ENGINE OIL ,0.99,0.0,vag
G055190A2,ENGINE OIL ,1.023,0.0,vag
G060517A2,ENGINE OIL ,0.99,0.0,vag
G070000A1,FUEL SYSTEM CLEANER,0.184,0.0,vag
GS55502M4,ENGINE OIL ,5.5,0.0,vag
GS60183M2,ENGINE OIL ,0.99,0.0,vag
JZW698151AN,"PAD KIT, DISC BRAKE",2.592,0.0,vag
N000000000884,"BOLT, METAL",0.009,0.0,vag
N000000004553,"BOLT, METAL",0.008,0.0,vag
N0127082,"PIN, STRAIGHT",0.003,0.0,vag
N01396921,SCREW ,0.007,0.0,vag
N01413319,SCREW ,0.004,0.0,vag
N0160276,"CAP, METAL",0.02,0.0,vag
N10127707,"BOLT, METAL",0.023,0.0,vag
N10140105,"GUIDE ASSY, TIMING CHAIN",0.036,0.0,vag
N10233401,"CLAMP, METAL",0.003,0.0,vag
N10676901,"BOLT, METAL",0.024,0.0,vag
N10714801,"BOLT, METAL",0.008,0.0,vag
N90003301,"STOPPER BUSHING, BONNET ",0.022,0.0,vag
N90115701,"WASHER, METAL",0.011,0.0,vag
N90262501,LIGHT BULB,0.002,0.02,vag
N90833801,"NUT, PLASTIC",0.001,0.0,vag
N90894601,"NUT, METAL",0.011,0.0,vag
N91026201,"NUT, METAL",0.02,0.0,vag
N91108001,"BOLT, METAL",0.018,0.0,vag
N91143203,"BOLT, METAL",0.029,0.0,vag
N91197001,"BOLT, U SPRING LEAF",0.147,0.0,vag
N98926102,"BOLT, U SPRING LEAF",0.036,0.0,vag
WHT000363,SEAL RING,0.028,0.0,vag
WHT001163B,"BOLT, METAL",0.018,0.0,vag
WHT003179,"BOLT, METAL",0.021,0.0,vag
WHT003368,GASKET RUBBER SEAL,0.004,0.012,vag
WHT004903,SCREW ,0.004,0.0,vag
WHT004923B,"BOLT, METAL",0.042,0.0,vag
WHT005639,"BOLT, METAL",0.032,0.0,vag
1350154020,CAMSHAFT ASSY,3.884,0.0,kap
15208AA021,OIL FILTER,0.0,0.0,kap
1541060B00,"FILTER ASSY, FUEL PUMP",0.0,0.0,kap
1541060D00,"FILTER ASSY, FUEL PUMP",0.0,0.0,kap
1541060G00,"FILTER ASSY, FUEL PUMP",0.0,0.0,kap
1543050G00,"FILTER ASSY, FUEL PUMP",0.0,0.0,kap
1560168010,OIL FILTER,0.843,0.0,kap
1640072L00,"FILTER ASSY, FUEL PUMP",0.0,0.0,kap
16900SE0931,"FILTER ASSY, FUEL PUMP",0.0,0.0,kap
16900SM4931,"FILTER ASSY, FUEL PUMP",0.0,0.0,kap
2330050060,"FILTER ASSY, FUEL PUMP",0.385,0.0,kap
2330061070,"FILTER ASSY, FUEL PUMP",0.0,0.0,kap
2330066030,"FILTER ASSY, FUEL PUMP",0.0,0.0,kap
2330075040,"FILTER ASSY, FUEL PUMP",0.0,0.0,kap
3111226000,"FILTER ASSY, FUEL PUMP",0.352,0.0,kap
3191102100,"FILTER ASSY, FUEL PUMP",0.0,0.0,kap
3191105000,"FILTER ASSY, FUEL PUMP",0.0,0.0,kap
3191109000,"FILTER ASSY, FUEL PUMP",0.0,0.0,kap
319112D000,"FILTER ASSY, FUEL PUMP",0.286,0.0,kap
3191138204,"FILTER ASSY, FUEL PUMP",0.308,0.0,kap
42072KC030,"FILTER ASSY, FUEL PUMP",0.0,0.0,kap
5450051E05,"ARM ASSY, SUSPENSION",3.622,0.0,kap
B63013480,"FILTER ASSY, FUEL PUMP",0.0,0.0,kap
MB433425,"FILTER ASSY, FUEL PUMP",0.0,0.0,kap
