oem_field,brend_field,name_field,weight_field,volume_field
8P0807833B01C,vag,"COVER ASSY, CYLINDER HEAD",0.026,0.0
8P080783401C,vag,"COVER ASSY, CYLINDER HEAD",0.062,0.0
8P0809301B,vag,"JOINT ASSY, KNUCKLE STEERING",1.01,0.0
8P0809645C,vag,"PLATE, ENGINE END",0.101,0.0
8P0809646C,vag,"PLATE, ENGINE END",0.099,0.0
8P0810493,vag,"PLATE, ENGINE END",0.163,0.0
8P0810494,vag,"PLATE, ENGINE END",0.163,0.0
8P0810631C,vag,"JOINT ASSY, KNUCKLE STEERING",0.278,0.0
8P0810632C,vag,"JOINT ASSY, KNUCKLE STEERING",0.179,0.0
8P0819681,vag,"CAP, METAL",0.004,0.0
8P0820323,vag,"CLIP, METAL",0.002,0.006
8P0823187A,vag,"COVER ASSY, CYLINDER HEAD",0.057,0.0
8P0823301,vag,"HINGE LID, GLOVE BOX",0.35,0.0
8P0823302,vag,"HINGE LID, GLOVE BOX",0.35,0.0
8P0823402A,vag,"RETAINER, SHAFT",0.121,0.0
8P0823402G,vag,"BUSHING, STABILIZER",0.169,0.0
8P0823722C,vag,"WEATHERSTRIP, DOOR GLASS",0.022,0.06
8P0823723A,vag,"WEATHERSTRIP, DOOR GLASS",0.327,0.891
8P0823723B,vag,"WEATHERSTRIP, DOOR GLASS",0.304,0.828
8P0823731A,vag,"GASKET, M/T OIL PAN",0.496,1.353
8P0823733A,vag,"GASKET KIT, GEARBOX",0.003,0.0
8P0837798,vag,"VALVE ASSY, FUEL FILTER",0.003,0.0
8P0845522,vag,"MOULDING ASSY, METAL",0.053,5.0
8P0853037,vag,"SEAT PANEL, CUSHION",0.204,0.0
8P0853834C,vag,"COVER ASSY, SPOILER",0.281,15.0
8P08570856PS,vag,"COVER ASSY, STEP PLATE",0.098,15.0
8P08570866PS,vag,"CAP, METAL",0.098,0.0
8P08576351YE,vag,"HOOK ASSY, CABIN",0.004,0.0
8P08576354PK,vag,"HOOK ASSY, CABIN",0.004,0.0
8P085763561S,vag,"HOOK ASSY, CABIN",0.003,0.0
8P0857635J50,vag,"HOOK ASSY, ROPE",0.003,0.0
8P0857635Y22,vag,HOOK ASSY,0.003,0.0
8P0857635Z62,vag,"HOOK ASSY, CABIN",0.003,0.0
8P0857805V04,vag,SEAT BELT,0.88,0.0
8P0857805VMN,vag,SEAT BELT,0.001,0.0
8P0857807KV04,vag,SEAT BELT,0.001,0.0
8P0857807KVMN,vag,SEAT BELT,0.001,0.0
8P0857967A7Z9,vag,"COVER ASSY, CYLINDER HEAD",0.074,0.0
8P0857967C1WV,vag,"DISC ASSY, MAGNET CLUTCH",0.077,0.0
8P0857967F1NK,vag,"COVER ASSY, CYLINDER HEAD",0.083,0.0
8P0857967GQQ5,vag,"COVER ASSY, CYLINDER HEAD",0.083,0.0
8P0857967K6Z3,vag,"SEAT PANEL, CUSHION",0.057,0.0
8P0857967K8U4,vag,"COVER ASSY, CYLINDER HEAD",0.057,0.0
8P0857967K9U6,vag,"DISC ASSY, MAGNET CLUTCH",0.057,0.0
8P0857967MLE2,vag,"SEAT PANEL, CUSHION",0.108,0.0
8P0858037,vag,"PLATE, ENGINE END",0.09,0.0
8P0858697,vag,"SUPPORT ASSY, SUSPENSION",0.36,0.0
8P0860267A,vag,"BRACKET, FAN SUPPORT",0.18,0.0
8P086184901C,vag,"HOOK ASSY, ROPE",0.023,0.0
8P0862533B13U,vag,"RETAINER, DOOR WINDOW",0.198,0.0
8P0862533B55V,vag,"RETAINER, WHEEL CAP",0.198,0.0
8P0862533B57T,vag,"RETAINER, DOOR WINDOW",0.198,0.0
8P086327613U,vag,"COVER ASSY, CYLINDER HEAD",0.02,0.0
8P08632766PS,vag,"COVER ASSY, CYLINDER HEAD",0.02,0.0
8P0863278BP73G,vag,"BUTTON, RADIO RECEIVER",0.179,0.0
8P0863278BR73G,vag,"BUTTON, RADIO RECEIVER",0.176,0.0
8P0863278CHQQX,vag,"BUTTON, RADIO RECEIVER",0.263,0.0
8P0863278CHSZQ,vag,"BUTTON, RADIO RECEIVER",0.263,0.0
8P0863387F6PS,vag,"COVER ASSY, CYLINDER HEAD",0.121,0.0
8P0863387G6PS,vag,"COVER ASSY, CYLINDER HEAD",0.119,0.0
8P0863387H6PS,vag,"COVER ASSY, CYLINDER HEAD",0.095,0.0
8P0863387L6PS,vag,"COVER ASSY, CYLINDER HEAD",0.096,0.0
8P0863531A,vag,HOLDER FOR CANDLE HIGH VOLTAGE WIRES,0.385,0.0
8P0864147A5PR,vag,"COVER ASSY, CYLINDER HEAD",0.033,0.0
8P0864261AF6Z3,vag,"RETAINER, SHAFT",0.107,0.0
8P0864261AF8U4,vag,"BRACKET, FAN SUPPORT",0.107,0.0
8P0864261AF9U6,vag,"JOINT ASSY, KNUCKLE STEERING",0.107,0.0
8P0864261D7Z9,vag,"BUSHING, STABILIZER",0.121,0.0
8P0864261L7Z9,vag,"BRACKET, DOOR CHECK ASSY",0.099,0.0
8P0864261P1NK,vag,"BRACKET, FAN SUPPORT",0.178,0.0
8P0864261Q1NK,vag,"BRACKET, DOOR CHECK ASSY",0.107,0.0
8P0864261RQQ5,vag,"BRACKET, MUDGUARD ",0.138,0.0
8P0864261SQQ5,vag,"JOINT ASSY, KNUCKLE STEERING",0.138,0.0
8P0864261T6Z3,vag,"BRACKET, DOOR CHECK ASSY",0.106,0.0
8P0864261T8U4,vag,"BUSHING, STABILIZER",0.106,0.0
8P0864261T9U6,vag,"BRACKET, DOOR CHECK ASSY",0.106,0.0
8P0864348,vag,"BOLT, HULTER SPARE WHEEL",0.055,0.0
8P0867276B,vag,HOLDER FOR CANDLE HIGH VOLTAGE WIRES,0.002,0.0
8P0868003A6PS,vag,ADAPTER,0.048,0.0
8P0880201BE6PS,vag,AIR BAG,2.244,0.0
8P0880201BJ6PS,vag,AIR BAG,2.244,0.0
8P0880201BL26Z,vag,AIR BAG,2.244,0.0
8P0880201BL42R,vag,AIR BAG,2.244,0.0
8P0880201BL6PS,vag,AIR BAG,2.244,0.0
8P0880201BM42R,vag,AIR BAG,2.269,0.0
8P0880201BM6PS,vag,AIR BAG,2.269,0.0
8P0880201BN6PS,vag,AIR BAG,2.261,0.0
8P0880201BP6PS,vag,AIR BAG,2.269,0.0
8P0880201BQ26Z,vag,AIR BAG,2.244,0.0
8P0880201BQ6PS,vag,AIR BAG,2.244,0.0
8P0880201BR26Z,vag,AIR BAG,2.269,0.0
8P0880201BR6PS,vag,AIR BAG,2.269,0.0
8P0880201BS6PS,vag,AIR BAG,1.518,0.0
8P0880201BT6PS,vag,AIR BAG,2.269,0.0
8P0880303,vag,"PLATE, ENGINE END",0.098,0.0
8P0880304,vag,"PLATE, ENGINE END",0.098,0.0
8P0880491B6PS,vag,HOLDER FOR CANDLE HIGH VOLTAGE WIRES,0.242,0.0
8P0880492B6PS,vag,HOLDER FOR CANDLE HIGH VOLTAGE WIRES,0.242,0.0
8P0881091,vag,"LEVER ASSY, STARTER PINION DRIVE",0.113,0.0
8P0881092,vag,"LEVER ASSY, CLUTCH RELEASE",0.116,0.0
8P0881286,vag,"BRACKET, DOOR CHECK ASSY",0.152,0.0
8P08813274PK,vag,"CAP, METAL",0.069,0.0
8P088132761S,vag,"CAP, METAL",0.075,0.0
8P088132763T,vag,"CAP, METAL",0.075,0.0
8P0881327DX6,vag,"CAP, METAL",0.075,0.0
8P0881327J50,vag,"CAP, METAL",0.075,0.0
8P08813284PK,vag,"CAP, METAL",0.069,0.0
8P088132861S,vag,"CAP, METAL",0.075,0.0
8P088132863T,vag,"CAP, METAL",0.075,0.0
8P0881328DX6,vag,"CAP, METAL",0.075,0.0
8P0881328J50,vag,"CAP, METAL",0.075,0.0
8P088134771N,vag,"COVER ASSY, CYLINDER HEAD",0.007,0.0
8P0881347B01C,vag,"COVER ASSY, CYLINDER HEAD",0.006,0.0
8P088134871N,vag,"SEAT PANEL, CUSHION",0.007,0.0
8P0881348B01C,vag,"COVER ASSY, CYLINDER HEAD",0.006,0.0
8P088134971N,vag,"COVER ASSY, CYLINDER HEAD",0.009,0.0
8P0881349B01C,vag,"SEAT PANEL, CUSHION",0.008,0.0
8P088147771N,vag,"SEAT PANEL, CUSHION",0.009,0.0
8P0881477B01C,vag,"COVER ASSY, CYLINDER HEAD",0.008,0.0
8P088147971N,vag,"COVER ASSY, CYLINDER HEAD",0.008,0.0
8P0881480B01C,vag,"SEAT PANEL, CUSHION",0.007,0.0
8P0881546,vag,"JOINT ASSY, KNUCKLE STEERING",0.02,0.0
8P0881559,vag,"RETAINER, BOARD DOOR PANEL TRIM",0.229,0.0
8P0881559B,vag,"RETAINER, BOARD DOOR PANEL TRIM",0.15,0.0
8P0881560,vag,"KEY, SYNCHROMESH SHIFTING",0.229,0.0
8P08815814PK,vag,"HOUSING, RADIO RECEIVER",0.466,0.0
8P088167161S,vag,"BUTTON, RADIO RECEIVER",0.048,0.0
8P0881671J50,vag,"BUTTON, RADIO RECEIVER",0.048,0.0
8P0881805AKQJH,vag,"COVER ASSY, CYLINDER HEAD",1.045,0.0
8P0881805ASVUQ,vag,"DISC ASSY, MAGNET CLUTCH",0.583,0.0
8P0881805BR1BF,vag,"COVER ASSY, CYLINDER HEAD",1.073,0.0
8P0881805BR64T,vag,"COVER ASSY, CYLINDER HEAD",1.073,0.0
8P0881805BR65U,vag,"COVER ASSY, CYLINDER HEAD",1.073,0.0
8P0881805BRP92,vag,"DISC ASSY, MAGNET CLUTCH",1.073,0.0
8P0881805BTQPQ,vag,"SEAT PANEL, CUSHION",1.065,0.0
8P0881805CCQJH,vag,"SEAT PANEL, CUSHION",1.034,0.0
8P0881805CCUQT,vag,"COVER ASSY, CYLINDER HEAD",1.034,0.0
8P0881805CCYFY,vag,"SEAT PANEL, CUSHION",1.034,0.0
8P0881805CLYER,vag,"SEAT PANEL, CUSHION",0.605,0.0
8P0881805CLYES,vag,"SEAT PANEL, CUSHION",0.605,0.0
8P0881805CLYFL,vag,"COVER ASSY, CYLINDER HEAD",0.605,0.0
8P0881805CSWVZ,vag,"COVER ASSY, CYLINDER HEAD",0.99,0.0
8P0881805DFUQX,vag,"DISC ASSY, MAGNET CLUTCH",1.153,0.0
8P0881805DFYUG,vag,"SEAT PANEL, CUSHION",1.153,0.0
8P0881805DFYUH,vag,"SEAT PANEL, CUSHION",1.153,0.0
8P0881805N1BF,vag,"COVER ASSY, CYLINDER HEAD",1.073,0.0
8P0881805RUQX,vag,"COVER ASSY, CYLINDER HEAD",1.139,0.0
8P0881806AKQJH,vag,"COVER ASSY, CYLINDER HEAD",1.045,0.0
8P0881806ASVUQ,vag,"COVER ASSY, CYLINDER HEAD",0.583,0.0
8P0881806BR1BF,vag,"SEAT PANEL, CUSHION",1.029,0.0
8P0881806BR64T,vag,"SEAT PANEL, CUSHION",1.029,0.0
8P0881806BR65U,vag,"COVER ASSY, CYLINDER HEAD",1.029,0.0
8P0881806BRP92,vag,"COVER ASSY, CYLINDER HEAD",1.029,0.0
8P0881806CCQJH,vag,"COVER ASSY, CYLINDER HEAD",1.095,0.0
8P0881806CCUQT,vag,"SEAT PANEL, CUSHION",1.095,0.0
8P0881806CCYFY,vag,"COVER ASSY, CYLINDER HEAD",1.095,0.0
8P0881806CDUQX,vag,"SEAT PANEL, CUSHION",1.1,0.0
8P0881806CDYUG,vag,"COVER ASSY, CYLINDER HEAD",0.001,0.0
8P0881806CDYUH,vag,"COVER ASSY, CYLINDER HEAD",0.001,0.0
8P0881806CLYER,vag,"DISC ASSY, MAGNET CLUTCH",0.611,0.0
8P0881806CLYES,vag,"SEAT PANEL, CUSHION",0.611,0.0
8P0881806CLYFL,vag,"SEAT PANEL, CUSHION",0.611,0.0
8P0881806CSWVZ,vag,"COVER ASSY, CYLINDER HEAD",1.007,0.0
8P0881806N1BF,vag,"SEAT PANEL, CUSHION",1.029,0.0
8P0881806RUQX,vag,"COVER ASSY, CYLINDER HEAD",1.139,0.0
8P0881920A4PK,vag,"GUIDE RAIL, SUNROOF",0.024,0.0
8P0881920E4PK,vag,"GUIDE RAIL, SUNROOF",0.02,0.0
8P0881920E61S,vag,"GUIDE RAIL, SUNROOF",0.02,0.0
8P0881920E63T,vag,"GUIDE RAIL, SUNROOF",0.02,0.0
8P0881920EJ50,vag,"GUIDE RAIL, SUNROOF",0.02,0.0
8P0881920EK38,vag,"GUIDE RAIL, SUNROOF",0.02,0.0
8P0881920EK50,vag,"GUIDE RAIL, SUNROOF",0.02,0.0
8P0881920ES96,vag,"GUIDE RAIL, SUNROOF",0.02,0.0
8P0881920F4PK,vag,"GUIDE RAIL, SUNROOF",0.02,0.0
8P0881920F61S,vag,"GUIDE RAIL, SUNROOF",0.032,0.0
8P0881920F63T,vag,"GUIDE RAIL, SUNROOF",0.02,0.0
8P0881920FJ50,vag,"GUIDE RAIL, SUNROOF",0.02,0.0
8P0881920FK38,vag,"GUIDE RAIL, SUNROOF",0.02,0.0
8P0881920FK50,vag,"GUIDE RAIL, SUNROOF",0.02,0.0
8P0881920FS96,vag,"GUIDE RAIL, SUNROOF",0.032,0.0
8P088262101C,vag,"BOLT, HULTER SPARE WHEEL",0.561,0.0
8P088262201C,vag,"BOLT, HULTER SPARE WHEEL",0.556,0.0
8P0885081B1BF,vag,ARM REST ASSY,2.706,0.0
8P0885081D73G,vag,ARM REST ASSY,2.88,0.0
8P0885805AAQJH,vag,"COVER ASSY, CYLINDER HEAD",0.704,0.0
8P0885805AAUQT,vag,"COVER ASSY, CYLINDER HEAD",0.704,0.0
8P0885805AAYFY,vag,"COVER ASSY, CYLINDER HEAD",0.704,0.0
8P0885805ASYER,vag,"COVER ASSY, CYLINDER HEAD",0.381,0.0
8P0885805BCWVZ,vag,"SEAT PANEL, CUSHION",0.572,0.0
8P0885805BDWVZ,vag,"COVER ASSY, CYLINDER HEAD",0.567,0.0
8P0885805M1BF,vag,"COVER ASSY, CYLINDER HEAD",0.693,0.0
8P0885805N1BF,vag,"COVER ASSY, CYLINDER HEAD",0.66,0.0
8P0885805TUQT,vag,"SEAT PANEL, CUSHION",0.726,0.0
8P0885805TUQX,vag,"COVER ASSY, CYLINDER HEAD",0.726,0.0
8P0885805TYFY,vag,"SEAT PANEL, CUSHION",0.704,0.0
8P0885806AE1BF,vag,"COVER ASSY, CYLINDER HEAD",0.985,0.0
8P0885806AF1BF,vag,"COVER ASSY, CYLINDER HEAD",0.875,0.0
8P0885806AG1BF,vag,"COVER ASSY, CYLINDER HEAD",0.886,0.0
8P0885806AQUQT,vag,"DISC ASSY, MAGNET CLUTCH",0.902,0.0
8P0885806AQUQX,vag,"COVER ASSY, CYLINDER HEAD",0.902,0.0
8P0885806AQYFY,vag,"COVER ASSY, CYLINDER HEAD",0.902,0.0
8P0885806ARQJH,vag,"SEAT PANEL, CUSHION",0.902,0.0
8P0885806ARUQT,vag,"DISC ASSY, MAGNET CLUTCH",0.902,0.0
8P0885806ARYFY,vag,"COVER ASSY, CYLINDER HEAD",0.902,0.0
8P0885806BLVUQ,vag,"DISC ASSY, MAGNET CLUTCH",0.924,0.0
8P0885806BMVUQ,vag,"COVER ASSY, CYLINDER HEAD",0.924,0.0
8P0885806CHYER,vag,"COVER ASSY, CYLINDER HEAD",0.602,0.0
8P0885806CJYER,vag,"DISC ASSY, MAGNET CLUTCH",0.6,0.0
8P0885806CQWVZ,vag,"COVER ASSY, CYLINDER HEAD",0.726,0.0
8P0885806CRWVZ,vag,"COVER ASSY, CYLINDER HEAD",0.726,0.0
8P0885806CSWVZ,vag,"COVER ASSY, CYLINDER HEAD",0.847,0.0
8P0885873AAWVZ,vag,"BRACKET ASSY, BUMPER COVER",0.251,0.0
8P0885873B1BF,vag,"INSULATOR, DIFFERENTIAL",0.285,0.0
8P0885873FQJH,vag,"INSULATOR, DIFFERENTIAL",0.275,0.0
8P0885873FUQT,vag,"INSULATOR, DIFFERENTIAL",0.275,0.0
8P0885873FYFY,vag,"INSULATOR, DIFFERENTIAL",0.275,0.0
8P0885873NYER,vag,"INSULATOR, DIFFERENTIAL",0.245,0.0
8P0885873NYES,vag,"INSULATOR, DIFFERENTIAL",0.245,0.0
8P0885873NYFL,vag,"INSULATOR, DIFFERENTIAL",0.245,0.0
8P0885873QYET,vag,"INSULATOR, DIFFERENTIAL",0.25,0.0
8P0885873QYEU,vag,"INSULATOR, DIFFERENTIAL",0.25,0.0
8P0885873QYEV,vag,"INSULATOR, DIFFERENTIAL",0.25,0.0
8P0885873QYEW,vag,"INSULATOR, DIFFERENTIAL",0.25,0.0
8P0885873QYFM,vag,"INSULATOR, DIFFERENTIAL",0.25,0.0
8P0885873SVUG,vag,"INSULATOR, DIFFERENTIAL",0.278,0.0
8P0885873SWFG,vag,"BRACKET ASSY, BUMPER COVER",0.278,0.0
8P0885873SWVJ,vag,"INSULATOR, DIFFERENTIAL",0.278,0.0
8P08858794PK,vag,"CAP, METAL",0.05,0.0
8P08858804PK,vag,"CAP, METAL",0.05,0.0
8P0885995B6PS,vag,"CLAMP, BONNET SUPPORT ROD",0.446,0.0
8P08861974PK,vag,"CAP, METAL",0.04,0.0
8P0886197A4PK,vag,"CAP, METAL",0.025,0.0
8P08871874PK,vag,"SEAT PANEL, CUSHION",0.007,0.0
8P088718761S,vag,"COVER ASSY, CYLINDER HEAD",0.007,0.0
8P088718763T,vag,"COVER ASSY, CYLINDER HEAD",0.007,0.0
8P08871877Q4,vag,"DISC ASSY, MAGNET CLUTCH",0.007,0.0
8P0887187J50,vag,"COVER ASSY, CYLINDER HEAD",0.007,0.0
8P0887187S96,vag,"DISC ASSY, MAGNET CLUTCH",0.007,0.0
8P0887233A61S,vag,"SLEEVE COLLAR, GEARBOX HUB",0.014,0.039
8P0887233A63T,vag,"SLEEVE COLLAR, GEARBOX HUB",0.014,0.039
8P0887233A7Q4,vag,"SLEEVE COLLAR, GEARBOX HUB",0.014,0.039
8P0887233AJ50,vag,"SLEEVE COLLAR, GEARBOX HUB",0.014,0.039
8P0887233AS96,vag,"SLEEVE COLLAR, GEARBOX HUB",0.014,0.039
8P0906131A,vag,"BRACKET, MUDGUARD ",0.179,0.0
8P0907179,vag,"JOINT ASSY, KNUCKLE STEERING",0.041,0.0
8P0907269,vag,"COVER ASSY, CYLINDER HEAD",0.413,0.0
8P0907285,vag,"JOINT ASSY, KNUCKLE STEERING",0.05,0.0
8P0907297,vag,"BRACKET, MUDGUARD ",0.182,0.0
8P0915509,vag,HOLDER FOR CANDLE HIGH VOLTAGE WIRES,0.004,0.0
8P09192815PR,vag,"SWITCH ASSY, POWER SEAT",0.013,0.0
8P0919283D,vag,"CONTROL UNIT, ENGINE",0.001,0.0
8P0919937,vag,"DISC ASSY, MAGNET CLUTCH",0.069,0.0
8P0919937A,vag,"DISC ASSY, MAGNET CLUTCH",0.075,0.0
8P0919937B,vag,"COVER ASSY, CYLINDER HEAD",0.081,0.0
8P09271275PR,vag,"SWITCH ASSY, POWER SEAT",0.013,0.0
8P0927134B5PR,vag,"SWITCH ASSY, POWER SEAT",0.012,0.0
8P0927134C5PR,vag,"SWITCH ASSY, POWER SEAT",0.013,0.0
8P0927134D5PR,vag,"SWITCH ASSY, POWER SEAT",0.012,0.0
8P09271375PR,vag,"SWITCH ASSY, POWER SEAT",0.11,0.0
8P0927137A5PR,vag,"SWITCH ASSY, POWER SEAT",0.125,0.0
8P0927137AH5PR,vag,"SWITCH ASSY, POWER SEAT",0.113,0.0
8P0927137AJ5PR,vag,"SWITCH ASSY, POWER SEAT",0.125,0.0
8P0927137AK5PR,vag,"SWITCH ASSY, POWER SEAT",0.128,0.0
8P0927137AL5PR,vag,"SWITCH ASSY, POWER SEAT",0.125,0.0
8P0927137AM5PR,vag,"SWITCH ASSY, POWER SEAT",0.125,0.0
8P0927137AN5PR,vag,"SWITCH ASSY, POWER SEAT",0.125,0.0
8P0927137AP5PR,vag,"SWITCH ASSY, POWER SEAT",0.128,0.0
8P0927137AQ5PR,vag,"SWITCH ASSY, POWER SEAT",0.13,0.0
8P0927137AR5PR,vag,"SWITCH ASSY, POWER SEAT",0.125,0.0
8P0927137AS5PR,vag,"SWITCH ASSY, POWER SEAT",0.128,0.0
8P0927137AT5PR,vag,"SWITCH ASSY, POWER SEAT",0.128,0.0
8P0927137B5PR,vag,"SWITCH ASSY, POWER SEAT",0.125,0.0
8P0927137BA5PR,vag,"SWITCH ASSY, POWER SEAT",0.136,0.0
8P0927137BK5PR,vag,"SWITCH ASSY, POWER SEAT",0.113,0.0
8P0927137BL5PR,vag,"SWITCH ASSY, POWER SEAT",0.124,0.0
8P0927137BM5PR,vag,"SWITCH ASSY, POWER SEAT",0.118,0.0
8P0927137BN5PR,vag,"SWITCH ASSY, POWER SEAT",0.13,0.0
8P0927137C5PR,vag,"SWITCH ASSY, POWER SEAT",0.128,0.0
8P0927137D5PR,vag,"SWITCH ASSY, POWER SEAT",0.125,0.0
8P0927137E5PR,vag,"SWITCH ASSY, POWER SEAT",0.129,0.0
8P0927137F5PR,vag,"SWITCH ASSY, POWER SEAT",0.128,0.0
8P0927137J5PR,vag,"SWITCH ASSY, POWER SEAT",0.118,0.0
8P0927137K5PR,vag,"SWITCH ASSY, POWER SEAT",0.128,0.0
8P0927137L5PR,vag,"SWITCH ASSY, POWER SEAT",0.128,0.0
8P0927137M5PR,vag,"SWITCH ASSY, POWER SEAT",0.128,0.0
8P0927137N5PR,vag,"SWITCH ASSY, POWER SEAT",0.118,0.0
8P0927137P5PR,vag,"SWITCH ASSY, POWER SEAT",0.133,0.0
8P0927137Q5PR,vag,"SWITCH ASSY, POWER SEAT",0.127,0.0
8P0937545B,vag,"BRACKET, FAN SUPPORT",0.142,0.0
8P0937546B,vag,"BRACKET, DOOR CHECK ASSY",0.142,0.0
8P0941003BD,vag,HEADLAMP ASSY,2.47,15.0
8P0941003H,vag,HEADLAMP ASSY,2.415,15.0
8P0941004BD,vag,HEADLAMP ASSY,2.47,15.0
8P0941004H,vag,HEADLAMP ASSY,2.415,15.0
8P0941191A,vag,"WEATHERSTRIP, DOOR GLASS",0.021,0.057
8P0941191B,vag,"WEATHERSTRIP, DOOR GLASS",0.004,0.012
8P0941192A,vag,"WEATHERSTRIP, DOOR GLASS",0.021,0.057
8P0941192B,vag,"WEATHERSTRIP, DOOR GLASS",0.004,0.012
8P0941509,vag,"SWITCH ASSY, POWER SEAT",0.011,0.0
8P0941509A,vag,"SWITCH ASSY, POWER SEAT",0.017,0.0
8P0941509D5PR,vag,"SWITCH ASSY, POWER SEAT",0.012,0.0
8P0941516D5PR,vag,"DISC ASSY, MAGNET CLUTCH",0.003,0.0
8P0941516E5PR,vag,"DISC ASSY, MAGNET CLUTCH",0.004,0.0
8P0941516F5PR,vag,"SEAT PANEL, CUSHION",0.003,0.0
8P09415185PR,vag,"COVER ASSY, CYLINDER HEAD",0.003,0.0
8P0941607,vag,"COVER ASSY, STEP PLATE",0.009,15.0
8P0941717,vag,"HOSE ASSY, WINDSHIELD WASHER",0.017,0.075
8P0941718,vag,"HOSE ASSY, WINDSHIELD WASHER",0.017,0.075
8P0945191,vag,"SEAL KIT, STEERING PUMP",0.011,0.0
8P0951229C,vag,"CLIP, METAL",0.128,0.348
8P0951285A,vag,"BOLT, HULTER SPARE WHEEL",0.37,0.0
8P0953236A,vag,"SWITCH ASSY, POWER SEAT",0.022,0.0
8P0953236D,vag,"SWITCH ASSY, POWER SEAT",0.024,0.0
8P0953513D9B9,vag,"SWITCH ASSY, POWER SEAT",0.189,0.0
8P0953513F9B9,vag,"SWITCH ASSY, POWER SEAT",0.189,0.0
8P0953519E9B9,vag,"SWITCH ASSY, POWER SEAT",0.12,0.0
8P095956157T,vag,"SWITCH ASSY, POWER SEAT",0.015,0.0
8P09595616PS,vag,"SWITCH ASSY, POWER SEAT",0.015,0.0
8P09595619NQ,vag,"SWITCH ASSY, POWER SEAT",0.015,0.0
8P0971848,vag,"RETAINER, DOOR WINDOW",0.001,0.0
8P0971848D,vag,"RETAINER, DOOR WINDOW",0.001,0.0
8P0971848E,vag,"RETAINER, DOOR WINDOW",0.006,0.0
8P0971848F,vag,"RETAINER, DOOR WINDOW",0.008,0.0
8P0972847,vag,"CLIP, METAL",0.001,0.003
8P1713141CSKH,vag,"BUTTON, RADIO RECEIVER",0.138,0.0
8P1713141CURU,vag,"BUTTON, RADIO RECEIVER",0.138,0.0
8P1819409,vag,"GUIDE RAIL, SUNROOF",0.167,0.0
8P1819593,vag,"COVER ASSY, CYLINDER HEAD",0.018,0.0
8P1837885A,vag,"SUPPORT ASSY, INSULATOR",0.341,0.0
8P1857003D24A,vag,"PANEL ASSY, DASHBOARD PART",6.771,30.775
8P1857021A,vag,HOLDER FOR CANDLE HIGH VOLTAGE WIRES,0.592,0.0
8P1857022A,vag,HOLDER FOR CANDLE HIGH VOLTAGE WIRES,0.592,0.0
8P1857251,vag,HOLDER FOR CANDLE HIGH VOLTAGE WIRES,0.095,0.0
8P18583456PS,vag,"COVER ASSY, CYLINDER HEAD",0.086,0.0
8P1858431A,vag,"PLATE, ENGINE END",0.142,0.0
8P1858505B,vag,"BOLT, HULTER SPARE WHEEL",0.627,0.0
8P1858506B,vag,"BRACKET, DOOR CHECK ASSY",0.488,0.0
8P1863021E2H9,vag,"COVER ASSY, CYLINDER HEAD",0.015,0.0
8P1863021E3T5,vag,"COVER ASSY, CYLINDER HEAD",0.015,0.0
8P1863021E9AM,vag,"SEAT PANEL, CUSHION",0.015,0.0
8P1863021EV27,vag,"COVER ASSY, CYLINDER HEAD",0.015,0.0
8P1863159,vag,HOLDER FOR CANDLE HIGH VOLTAGE WIRES,0.108,0.0
8P1863234,vag,"BOLT, HULTER SPARE WHEEL",0.035,0.0
8P1863345A,vag,HOLDER FOR CANDLE HIGH VOLTAGE WIRES,0.18,0.0
8P1863346A,vag,HOLDER FOR CANDLE HIGH VOLTAGE WIRES,0.19,0.0
8P1863442B,vag,HOLDER FOR CANDLE HIGH VOLTAGE WIRES,0.125,0.0
8P1863583,vag,HOLDER FOR CANDLE HIGH VOLTAGE WIRES,0.052,0.0
8P1863615,vag,"BOLT, HULTER SPARE WHEEL",0.044,0.0
8P1864775,vag,"BOLT, HULTER SPARE WHEEL",0.41,0.0
8P18647774PK,vag,"DISC ASSY, MAGNET CLUTCH",0.156,0.0
8P186477761S,vag,"COVER ASSY, CYLINDER HEAD",0.167,0.0
8P186477763T,vag,"SEAT PANEL, CUSHION",0.167,0.0
8P1864777J50,vag,"DISC ASSY, MAGNET CLUTCH",0.167,0.0
8P1880196,vag,"SUPPORT ASSY, INSULATOR",0.264,0.0
8P1880353,vag,"SUPPORT ASSY, SUSPENSION",0.151,0.0
8P1880354,vag,"SUPPORT ASSY, INSULATOR",0.166,0.0
8P1880481A,vag,"SUPPORT ASSY, INSULATOR",0.616,0.0
8P1880482B,vag,"SUPPORT ASSY, INSULATOR",0.276,0.0
8P189817313U,vag,"COVER ASSY, STEP PLATE",0.008,15.0
8P189817355V,vag,"CAP, METAL",0.008,0.0
8P189817357T,vag,"CAP, METAL",0.008,0.0
8P1907348,vag,"BOLT, HULTER SPARE WHEEL",0.029,0.0
8P1941158,vag,"COVER ASSY, STEP PLATE",0.057,15.0
8P1941159,vag,"CAP, METAL",0.057,0.0
8P1941531AD5PR,vag,"SWITCH ASSY, POWER SEAT",0.136,0.0
8P1941531AE5PR,vag,"SWITCH ASSY, POWER SEAT",0.139,0.0
8P1941531AM5PR,vag,"SWITCH ASSY, POWER SEAT",0.14,0.0
8P1941531AN5PR,vag,"SWITCH ASSY, POWER SEAT",0.14,0.0
8P1941531AS5PR,vag,"SWITCH ASSY, POWER SEAT",0.14,0.0
8P1941531AT5PR,vag,"SWITCH ASSY, POWER SEAT",0.14,0.0
